,width_δ1,width_δ2,height_δ1,height_δ2,rank_δ1,rank_δ2,nullity_δ1,nullity_δ2,b0,b1,b2
51,477,318,159,477,158,317,319,1,1,2,1
52,558,372,186,558,185,371,373,1,1,2,1
53,543,362,181,543,180,361,363,1,1,2,1
54,543,362,181,543,180,361,363,1,1,2,1
55,648,432,216,648,215,431,433,1,1,2,1
56,810,540,270,810,269,539,541,1,1,2,1
57,825,550,275,825,274,549,551,1,1,2,1
58,660,440,220,660,219,439,441,1,1,2,1
59,618,412,206,618,205,411,413,1,1,2,1
60,495,330,165,495,164,329,331,1,1,2,1
61,624,416,208,624,207,415,417,1,1,2,1
62,441,294,147,441,146,293,295,1,1,2,1
63,648,432,216,648,215,431,433,1,1,2,1
64,828,552,276,828,275,551,553,1,1,2,1
65,315,210,105,315,104,209,211,1,1,2,1
66,399,266,133,399,132,265,267,1,1,2,1
67,291,194,97,291,96,193,195,1,1,2,1
68,390,260,130,390,129,259,261,1,1,2,1
69,672,448,224,672,223,447,449,1,1,2,1
70,1017,678,339,1017,338,677,679,1,1,2,1
71,537,358,179,537,178,357,359,1,1,2,1
72,606,404,202,606,201,403,405,1,1,2,1
73,732,488,244,732,243,487,489,1,1,2,1
74,420,280,140,420,139,279,281,1,1,2,1
75,726,484,242,726,241,483,485,1,1,2,1
76,546,364,182,546,181,363,365,1,1,2,1
77,351,234,117,351,116,233,235,1,1,2,1
78,720,480,240,720,239,479,481,1,1,2,1
79,669,446,223,669,222,445,447,1,1,2,1
80,384,256,128,384,127,255,257,1,1,2,1
81,618,412,206,618,205,411,413,1,1,2,1
82,312,208,104,312,103,207,209,1,1,2,1
83,798,532,266,798,265,531,533,1,1,2,1
84,576,384,192,576,191,383,385,1,1,2,1
85,492,328,164,492,163,327,329,1,1,2,1
86,687,458,229,687,228,457,459,1,1,2,1
87,639,426,213,639,212,425,427,1,1,2,1
88,495,330,165,495,164,329,331,1,1,2,1
89,495,330,165,495,164,329,331,1,1,2,1
90,666,444,222,666,221,443,445,1,1,2,1
91,741,494,247,741,246,493,495,1,1,2,1
92,630,420,210,630,209,419,421,1,1,2,1
93,879,586,293,879,292,585,587,1,1,2,1
94,546,364,182,546,181,363,365,1,1,2,1
95,894,596,298,894,297,595,597,1,1,2,1
96,660,440,220,660,219,439,441,1,1,2,1
97,528,352,176,528,175,351,353,1,1,2,1
98,546,364,182,546,181,363,365,1,1,2,1
99,510,340,170,510,169,339,341,1,1,2,1
100,744,496,248,744,247,495,497,1,1,2,1
101,363,242,121,363,120,241,243,1,1,2,1
102,147,98,49,147,48,97,99,1,1,2,1
103,924,616,308,924,307,615,617,1,1,2,1
104,516,344,172,516,171,343,345,1,1,2,1
105,513,342,171,513,170,341,343,1,1,2,1
106,660,440,220,660,219,439,441,1,1,2,1
107,741,494,247,741,246,493,495,1,1,2,1
108,873,582,291,873,290,581,583,1,1,2,1
109,408,272,136,408,135,271,273,1,1,2,1
110,501,334,167,501,166,333,335,1,1,2,1
111,522,348,174,522,173,347,349,1,1,2,1
112,444,296,148,444,147,295,297,1,1,2,1
113,702,468,234,702,233,467,469,1,1,2,1
114,711,474,237,711,236,473,475,1,1,2,1
115,600,400,200,600,199,399,401,1,1,2,1
116,681,454,227,681,226,453,455,1,1,2,1
117,288,192,96,288,95,191,193,1,1,2,1
118,636,424,212,636,211,423,425,1,1,2,1
119,777,518,259,777,258,517,519,1,1,2,1
120,618,412,206,618,205,411,413,1,1,2,1
121,540,360,180,540,179,359,361,1,1,2,1
122,579,386,193,579,192,385,387,1,1,2,1
123,924,616,308,924,307,615,617,1,1,2,1
124,894,596,298,894,297,595,597,1,1,2,1
125,561,374,187,561,186,373,375,1,1,2,1
126,510,340,170,510,169,339,341,1,1,2,1
127,456,304,152,456,151,303,305,1,1,2,1
128,522,348,174,522,173,347,349,1,1,2,1
129,846,564,282,846,281,563,565,1,1,2,1
130,735,490,245,735,244,489,491,1,1,2,1
131,303,202,101,303,100,201,203,1,1,2,1
132,681,454,227,681,226,453,455,1,1,2,1
133,315,210,105,315,104,209,211,1,1,2,1
134,267,178,89,267,88,177,179,1,1,2,1
135,813,542,271,813,270,541,543,1,1,2,1
136,657,438,219,657,218,437,439,1,1,2,1
137,591,394,197,591,196,393,395,1,1,2,1
138,846,564,282,846,281,563,565,1,1,2,1
139,774,516,258,774,257,515,517,1,1,2,1
140,633,422,211,633,210,421,423,1,1,2,1
141,420,280,140,420,139,279,281,1,1,2,1
142,534,356,178,534,177,355,357,1,1,2,1
143,651,434,217,651,216,433,435,1,1,2,1
144,321,214,107,321,106,213,215,1,1,2,1
145,582,388,194,582,193,387,389,1,1,2,1
146,825,550,275,825,274,549,551,1,1,2,1
147,513,342,171,513,170,341,343,1,1,2,1
148,552,368,184,552,183,367,369,1,1,2,1
149,645,430,215,645,214,429,431,1,1,2,1
150,342,228,114,342,113,227,229,1,1,2,1
151,345,230,115,345,114,229,231,1,1,2,1
152,465,310,155,465,154,309,311,1,1,2,1
153,234,156,78,234,77,155,157,1,1,2,1
154,540,360,180,540,179,359,361,1,1,2,1
155,768,512,256,768,255,511,513,1,1,2,1
156,411,274,137,411,136,273,275,1,1,2,1
157,756,504,252,756,251,503,505,1,1,2,1
158,795,530,265,795,264,529,531,1,1,2,1
159,564,376,188,564,187,375,377,1,1,2,1
160,447,298,149,447,148,297,299,1,1,2,1
161,363,242,121,363,120,241,243,1,1,2,1
162,846,564,282,846,281,563,565,1,1,2,1
163,570,380,190,570,189,379,381,1,1,2,1
164,642,428,214,642,213,427,429,1,1,2,1
165,645,430,215,645,214,429,431,1,1,2,1
166,591,394,197,591,196,393,395,1,1,2,1
167,612,408,204,612,203,407,409,1,1,2,1
168,933,622,311,933,310,621,623,1,1,2,1
169,414,276,138,414,137,275,277,1,1,2,1
170,477,318,159,477,158,317,319,1,1,2,1
171,537,358,179,537,178,357,359,1,1,2,1
172,594,396,198,594,197,395,397,1,1,2,1
173,651,434,217,651,216,433,435,1,1,2,1
174,852,568,284,852,283,567,569,1,1,2,1
175,390,260,130,390,129,259,261,1,1,2,1
176,600,400,200,600,199,399,401,1,1,2,1
177,471,314,157,471,156,313,315,1,1,2,1
178,999,666,333,999,332,665,667,1,1,2,1
179,615,410,205,615,204,409,411,1,1,2,1
180,450,300,150,450,149,299,301,1,1,2,1
181,576,384,192,576,191,383,385,1,1,2,1
182,408,272,136,408,135,271,273,1,1,2,1
183,588,392,196,588,195,391,393,1,1,2,1
184,663,442,221,663,220,441,443,1,1,2,1
185,486,324,162,486,161,323,325,1,1,2,1
186,543,362,181,543,180,361,363,1,1,2,1
187,465,310,155,465,154,309,311,1,1,2,1
188,831,554,277,831,276,553,555,1,1,2,1
189,528,352,176,528,175,351,353,1,1,2,1
190,270,180,90,270,89,179,181,1,1,2,1
191,720,480,240,720,239,479,481,1,1,2,1
192,687,458,229,687,228,457,459,1,1,2,1
193,516,344,172,516,171,343,345,1,1,2,1
194,492,328,164,492,163,327,329,1,1,2,1
195,690,460,230,690,229,459,461,1,1,2,1
196,615,410,205,615,204,409,411,1,1,2,1
197,828,552,276,828,275,551,553,1,1,2,1
198,663,442,221,663,220,441,443,1,1,2,1
199,570,380,190,570,189,379,381,1,1,2,1
200,597,398,199,597,198,397,399,1,1,2,1
201,441,294,147,441,146,293,295,1,1,2,1
202,459,306,153,459,152,305,307,1,1,2,1
203,858,572,286,858,285,571,573,1,1,2,1
204,435,290,145,435,144,289,291,1,1,2,1
205,594,396,198,594,197,395,397,1,1,2,1
206,561,374,187,561,186,373,375,1,1,2,1
207,483,322,161,483,160,321,323,1,1,2,1
208,636,424,212,636,211,423,425,1,1,2,1
209,984,656,328,984,327,655,657,1,1,2,1
210,240,160,80,240,79,159,161,1,1,2,1
211,345,230,115,345,114,229,231,1,1,2,1
212,534,356,178,534,177,355,357,1,1,2,1
213,606,404,202,606,201,403,405,1,1,2,1
214,255,170,85,255,84,169,171,1,1,2,1
215,453,302,151,453,150,301,303,1,1,2,1
216,591,394,197,591,196,393,395,1,1,2,1
217,573,382,191,573,190,381,383,1,1,2,1
218,582,388,194,582,193,387,389,1,1,2,1
219,279,186,93,279,92,185,187,1,1,2,1
220,408,272,136,408,135,271,273,1,1,2,1
221,717,478,239,717,238,477,479,1,1,2,1
222,426,284,142,426,141,283,285,1,1,2,1
223,447,298,149,447,148,297,299,1,1,2,1
224,597,398,199,597,198,397,399,1,1,2,1
225,555,370,185,555,184,369,371,1,1,2,1
226,573,382,191,573,190,381,383,1,1,2,1
227,855,570,285,855,284,569,571,1,1,2,1
228,516,344,172,516,171,343,345,1,1,2,1
229,378,252,126,378,125,251,253,1,1,2,1
230,489,326,163,489,162,325,327,1,1,2,1
231,414,276,138,414,137,275,277,1,1,2,1
232,795,530,265,795,264,529,531,1,1,2,1
233,867,578,289,867,288,577,579,1,1,2,1
234,708,472,236,708,235,471,473,1,1,2,1
235,441,294,147,441,146,293,295,1,1,2,1
236,621,414,207,621,206,413,415,1,1,2,1
237,561,374,187,561,186,373,375,1,1,2,1
238,273,182,91,273,90,181,183,1,1,2,1
239,507,338,169,507,168,337,339,1,1,2,1
240,756,504,252,756,251,503,505,1,1,2,1
241,903,602,301,903,300,601,603,1,1,2,1
242,501,334,167,501,166,333,335,1,1,2,1
243,624,416,208,624,207,415,417,1,1,2,1
244,624,416,208,624,207,415,417,1,1,2,1
245,627,418,209,627,208,417,419,1,1,2,1
246,354,236,118,354,117,235,237,1,1,2,1
247,984,656,328,984,327,655,657,1,1,2,1
248,684,456,228,684,227,455,457,1,1,2,1
249,591,394,197,591,196,393,395,1,1,2,1
250,399,266,133,399,132,265,267,1,1,2,1
251,558,372,186,558,185,371,373,1,1,2,1
252,408,272,136,408,135,271,273,1,1,2,1
253,282,188,94,282,93,187,189,1,1,2,1
254,837,558,279,837,278,557,559,1,1,2,1
255,402,268,134,402,133,267,269,1,1,2,1
256,750,500,250,750,249,499,501,1,1,2,1
257,900,600,300,900,299,599,601,1,1,2,1
258,843,562,281,843,280,561,563,1,1,2,1
259,711,474,237,711,236,473,475,1,1,2,1
260,849,566,283,849,282,565,567,1,1,2,1
261,933,622,311,933,310,621,623,1,1,2,1
262,831,554,277,831,276,553,555,1,1,2,1
263,522,348,174,522,173,347,349,1,1,2,1
264,504,336,168,504,167,335,337,1,1,2,1
265,450,300,150,450,149,299,301,1,1,2,1
266,453,302,151,453,150,301,303,1,1,2,1
267,384,256,128,384,127,255,257,1,1,2,1
268,501,334,167,501,166,333,335,1,1,2,1
269,624,416,208,624,207,415,417,1,1,2,1
270,729,486,243,729,242,485,487,1,1,2,1
271,696,464,232,696,231,463,465,1,1,2,1
272,939,626,313,939,312,625,627,1,1,2,1
273,639,426,213,639,212,425,427,1,1,2,1
274,720,480,240,720,239,479,481,1,1,2,1
275,345,230,115,345,114,229,231,1,1,2,1
276,957,638,319,957,318,637,639,1,1,2,1
277,471,314,157,471,156,313,315,1,1,2,1
278,525,350,175,525,174,349,351,1,1,2,1
279,348,232,116,348,115,231,233,1,1,2,1
280,450,300,150,450,149,299,301,1,1,2,1
281,261,174,87,261,86,173,175,1,1,2,1
282,729,486,243,729,242,485,487,1,1,2,1
283,726,484,242,726,241,483,485,1,1,2,1
284,687,458,229,687,228,457,459,1,1,2,1
285,507,338,169,507,168,337,339,1,1,2,1
286,480,320,160,480,159,319,321,1,1,2,1
287,396,264,132,396,131,263,265,1,1,2,1
288,768,512,256,768,255,511,513,1,1,2,1
289,885,590,295,885,294,589,591,1,1,2,1
290,654,436,218,654,217,435,437,1,1,2,1
291,1023,682,341,1023,340,681,683,1,1,2,1
292,624,416,208,624,207,415,417,1,1,2,1
293,600,400,200,600,199,399,401,1,1,2,1
294,651,434,217,651,216,433,435,1,1,2,1
295,792,528,264,792,263,527,529,1,1,2,1
296,564,376,188,564,187,375,377,1,1,2,1
297,663,442,221,663,220,441,443,1,1,2,1
298,720,480,240,720,239,479,481,1,1,2,1
299,201,134,67,201,66,133,135,1,1,2,1
300,369,246,123,369,122,245,247,1,1,2,1
301,936,624,312,936,311,623,625,1,1,2,1
302,777,518,259,777,258,517,519,1,1,2,1
303,570,380,190,570,189,379,381,1,1,2,1
304,591,394,197,591,196,393,395,1,1,2,1
305,336,224,112,336,111,223,225,1,1,2,1
306,660,440,220,660,219,439,441,1,1,2,1
307,330,220,110,330,109,219,221,1,1,2,1
308,192,128,64,192,63,127,129,1,1,2,1
309,540,360,180,540,179,359,361,1,1,2,1
310,327,218,109,327,108,217,219,1,1,2,1
311,390,260,130,390,129,259,261,1,1,2,1
312,441,294,147,441,146,293,295,1,1,2,1
313,600,400,200,600,199,399,401,1,1,2,1
314,459,306,153,459,152,305,307,1,1,2,1
315,681,454,227,681,226,453,455,1,1,2,1
316,564,376,188,564,187,375,377,1,1,2,1
317,255,170,85,255,84,169,171,1,1,2,1
318,849,566,283,849,282,565,567,1,1,2,1
319,906,604,302,906,301,603,605,1,1,2,1
320,351,234,117,351,116,233,235,1,1,2,1
321,384,256,128,384,127,255,257,1,1,2,1
322,1008,672,336,1008,335,671,673,1,1,2,1
323,975,650,325,975,324,649,651,1,1,2,1
324,375,250,125,375,124,249,251,1,1,2,1
325,507,338,169,507,168,337,339,1,1,2,1
326,492,328,164,492,163,327,329,1,1,2,1
327,783,522,261,783,260,521,523,1,1,2,1
328,426,284,142,426,141,283,285,1,1,2,1
329,471,314,157,471,156,313,315,1,1,2,1
330,417,278,139,417,138,277,279,1,1,2,1
331,810,540,270,810,269,539,541,1,1,2,1
332,498,332,166,498,165,331,333,1,1,2,1
333,681,454,227,681,226,453,455,1,1,2,1
334,975,650,325,975,324,649,651,1,1,2,1
335,723,482,241,723,240,481,483,1,1,2,1
336,516,344,172,516,171,343,345,1,1,2,1
337,558,372,186,558,185,371,373,1,1,2,1
338,663,442,221,663,220,441,443,1,1,2,1
339,624,416,208,624,207,415,417,1,1,2,1
340,705,470,235,705,234,469,471,1,1,2,1
341,279,186,93,279,92,185,187,1,1,2,1
342,678,452,226,678,225,451,453,1,1,2,1
343,741,494,247,741,246,493,495,1,1,2,1
344,456,304,152,456,151,303,305,1,1,2,1
345,858,572,286,858,285,571,573,1,1,2,1
346,297,198,99,297,98,197,199,1,1,2,1
347,396,264,132,396,131,263,265,1,1,2,1
348,870,580,290,870,289,579,581,1,1,2,1
349,672,448,224,672,223,447,449,1,1,2,1
