,Unnamed: 0,width_δ1,width_δ2,height_δ1,height_δ2,rank_δ1,rank_δ2,nullity_δ1,nullity_δ2,b0,b1,b2
45,45,933,622,311,933,309,621,624,1,2,3,1
46,46,1476,984,492,1476,490,983,986,1,2,3,1
47,47,885,590,295,885,293,589,592,1,2,3,1
48,48,774,516,258,774,256,515,518,1,2,3,1
49,49,813,542,271,813,269,541,544,1,2,3,1
50,50,1194,796,398,1194,396,795,798,1,2,3,1
51,51,534,356,178,534,176,355,358,1,2,3,1
52,52,795,530,265,795,263,529,532,1,2,3,1
53,53,786,524,262,786,260,523,526,1,2,3,1
54,54,984,656,328,984,326,655,658,1,2,3,1
55,55,831,554,277,831,275,553,556,1,2,3,1
56,56,1227,818,409,1227,407,817,820,1,2,3,1
57,57,771,514,257,771,255,513,516,1,2,3,1
58,58,1368,912,456,1368,454,911,914,1,2,3,1
59,59,1185,790,395,1185,393,789,792,1,2,3,1
60,60,1086,724,362,1086,360,723,726,1,2,3,1
61,61,1089,726,363,1089,361,725,728,1,2,3,1
62,62,1149,766,383,1149,381,765,768,1,2,3,1
63,63,936,624,312,936,310,623,626,1,2,3,1
64,64,1113,742,371,1113,369,741,744,1,2,3,1
65,65,816,544,272,816,270,543,546,1,2,3,1
66,66,747,498,249,747,247,497,500,1,2,3,1
67,67,1074,716,358,1074,356,715,718,1,2,3,1
68,68,1161,774,387,1161,385,773,776,1,2,3,1
69,69,648,432,216,648,214,431,434,1,2,3,1
70,70,882,588,294,882,292,587,590,1,2,3,1
71,71,849,566,283,849,281,565,568,1,2,3,1
72,72,771,514,257,771,255,513,516,1,2,3,1
73,73,831,554,277,831,275,553,556,1,2,3,1
74,74,1107,738,369,1107,367,737,740,1,2,3,1
75,75,876,584,292,876,290,583,586,1,2,3,1
76,76,1104,736,368,1104,366,735,738,1,2,3,1
77,77,1035,690,345,1035,343,689,692,1,2,3,1
78,78,780,520,260,780,258,519,522,1,2,3,1
79,79,1095,730,365,1095,363,729,732,1,2,3,1
80,80,936,624,312,936,310,623,626,1,2,3,1
81,81,1209,806,403,1209,401,805,808,1,2,3,1
82,82,1389,926,463,1389,461,925,928,1,2,3,1
83,83,1221,814,407,1221,405,813,816,1,2,3,1
84,84,1203,802,401,1203,399,801,804,1,2,3,1
85,85,891,594,297,891,295,593,596,1,2,3,1
86,86,1296,864,432,1296,430,863,866,1,2,3,1
87,87,942,628,314,942,312,627,630,1,2,3,1
88,88,1197,798,399,1197,397,797,800,1,2,3,1
89,89,1038,692,346,1038,344,691,694,1,2,3,1
90,90,1002,668,334,1002,332,667,670,1,2,3,1
91,91,1227,818,409,1227,407,817,820,1,2,3,1
92,92,1389,926,463,1389,461,925,928,1,2,3,1
93,93,741,494,247,741,245,493,496,1,2,3,1
94,94,639,426,213,639,211,425,428,1,2,3,1
95,95,1326,884,442,1326,440,883,886,1,2,3,1
96,96,909,606,303,909,301,605,608,1,2,3,1
97,97,789,526,263,789,261,525,528,1,2,3,1
98,98,1008,672,336,1008,334,671,674,1,2,3,1
99,99,1281,854,427,1281,425,853,856,1,2,3,1
100,100,642,428,214,642,212,427,430,1,2,3,1
101,101,873,582,291,873,289,581,584,1,2,3,1
102,102,1038,692,346,1038,344,691,694,1,2,3,1
103,103,1023,682,341,1023,339,681,684,1,2,3,1
104,104,786,524,262,786,260,523,526,1,2,3,1
105,105,855,570,285,855,283,569,572,1,2,3,1
106,106,1086,724,362,1086,360,723,726,1,2,3,1
107,107,918,612,306,918,304,611,614,1,2,3,1
108,108,1098,732,366,1098,364,731,734,1,2,3,1
109,109,1554,1036,518,1554,516,1035,1038,1,2,3,1
110,110,1203,802,401,1203,399,801,804,1,2,3,1
111,111,975,650,325,975,323,649,652,1,2,3,1
112,112,954,636,318,954,316,635,638,1,2,3,1
113,113,651,434,217,651,215,433,436,1,2,3,1
114,114,768,512,256,768,254,511,514,1,2,3,1
115,115,1023,682,341,1023,339,681,684,1,2,3,1
116,116,1230,820,410,1230,408,819,822,1,2,3,1
117,117,951,634,317,951,315,633,636,1,2,3,1
118,118,1305,870,435,1305,433,869,872,1,2,3,1
119,119,879,586,293,879,291,585,588,1,2,3,1
120,120,975,650,325,975,323,649,652,1,2,3,1
121,121,789,526,263,789,261,525,528,1,2,3,1
122,122,885,590,295,885,293,589,592,1,2,3,1
123,123,1350,900,450,1350,448,899,902,1,2,3,1
124,124,1278,852,426,1278,424,851,854,1,2,3,1
125,125,1221,814,407,1221,405,813,816,1,2,3,1
126,126,1074,716,358,1074,356,715,718,1,2,3,1
127,127,519,346,173,519,171,345,348,1,2,3,1
128,128,1251,834,417,1251,415,833,836,1,2,3,1
129,129,963,642,321,963,319,641,644,1,2,3,1
130,130,1239,826,413,1239,411,825,828,1,2,3,1
131,131,918,612,306,918,304,611,614,1,2,3,1
132,132,822,548,274,822,272,547,550,1,2,3,1
133,133,867,578,289,867,287,577,580,1,2,3,1
134,134,1158,772,386,1158,384,771,774,1,2,3,1
135,135,816,544,272,816,270,543,546,1,2,3,1
136,136,1152,768,384,1152,382,767,770,1,2,3,1
137,137,873,582,291,873,289,581,584,1,2,3,1
138,138,966,644,322,966,320,643,646,1,2,3,1
139,139,1044,696,348,1044,346,695,698,1,2,3,1
140,140,1029,686,343,1029,341,685,688,1,2,3,1
141,141,1266,844,422,1266,420,843,846,1,2,3,1
142,142,804,536,268,804,266,535,538,1,2,3,1
143,143,756,504,252,756,250,503,506,1,2,3,1
144,144,813,542,271,813,269,541,544,1,2,3,1
145,145,801,534,267,801,265,533,536,1,2,3,1
146,146,1032,688,344,1032,342,687,690,1,2,3,1
147,147,900,600,300,900,298,599,602,1,2,3,1
148,148,687,458,229,687,227,457,460,1,2,3,1
149,149,1191,794,397,1191,395,793,796,1,2,3,1
150,150,753,502,251,753,249,501,504,1,2,3,1
151,151,1017,678,339,1017,337,677,680,1,2,3,1
152,152,1476,984,492,1476,490,983,986,1,2,3,1
153,153,1041,694,347,1041,345,693,696,1,2,3,1
154,154,1014,676,338,1014,336,675,678,1,2,3,1
155,155,801,534,267,801,265,533,536,1,2,3,1
156,156,888,592,296,888,294,591,594,1,2,3,1
157,157,1050,700,350,1050,348,699,702,1,2,3,1
158,158,996,664,332,996,330,663,666,1,2,3,1
159,159,603,402,201,603,199,401,404,1,2,3,1
160,160,1230,820,410,1230,408,819,822,1,2,3,1
161,161,888,592,296,888,294,591,594,1,2,3,1
162,162,1128,752,376,1128,374,751,754,1,2,3,1
163,163,1302,868,434,1302,432,867,870,1,2,3,1
164,164,1104,736,368,1104,366,735,738,1,2,3,1
165,165,1320,880,440,1320,438,879,882,1,2,3,1
166,166,1206,804,402,1206,400,803,806,1,2,3,1
167,167,789,526,263,789,261,525,528,1,2,3,1
168,168,993,662,331,993,329,661,664,1,2,3,1
169,169,1029,686,343,1029,341,685,688,1,2,3,1
170,170,870,580,290,870,288,579,582,1,2,3,1
171,171,1206,804,402,1206,400,803,806,1,2,3,1
172,172,1146,764,382,1146,380,763,766,1,2,3,1
173,173,684,456,228,684,226,455,458,1,2,3,1
174,174,1170,780,390,1170,388,779,782,1,2,3,1
175,175,1182,788,394,1182,392,787,790,1,2,3,1
176,176,726,484,242,726,240,483,486,1,2,3,1
177,177,936,624,312,936,310,623,626,1,2,3,1
178,178,1080,720,360,1080,358,719,722,1,2,3,1
179,179,906,604,302,906,300,603,606,1,2,3,1
180,180,777,518,259,777,257,517,520,1,2,3,1
181,181,1080,720,360,1080,358,719,722,1,2,3,1
182,182,573,382,191,573,189,381,384,1,2,3,1
183,183,1122,748,374,1122,372,747,750,1,2,3,1
184,184,858,572,286,858,284,571,574,1,2,3,1
185,185,1125,750,375,1125,373,749,752,1,2,3,1
186,186,1119,746,373,1119,371,745,748,1,2,3,1
187,187,978,652,326,978,324,651,654,1,2,3,1
188,188,1149,766,383,1149,381,765,768,1,2,3,1
189,189,723,482,241,723,239,481,484,1,2,3,1
190,190,1224,816,408,1224,406,815,818,1,2,3,1
191,191,771,514,257,771,255,513,516,1,2,3,1
192,192,1053,702,351,1053,349,701,704,1,2,3,1
193,193,867,578,289,867,287,577,580,1,2,3,1
194,194,795,530,265,795,263,529,532,1,2,3,1
195,195,1065,710,355,1065,353,709,712,1,2,3,1
196,196,840,560,280,840,278,559,562,1,2,3,1
197,197,663,442,221,663,219,441,444,1,2,3,1
198,198,1158,772,386,1158,384,771,774,1,2,3,1
199,199,1179,786,393,1179,391,785,788,1,2,3,1
200,200,1164,776,388,1164,386,775,778,1,2,3,1
201,201,1044,696,348,1044,346,695,698,1,2,3,1
202,202,1131,754,377,1131,375,753,756,1,2,3,1
203,203,624,416,208,624,206,415,418,1,2,3,1
204,204,747,498,249,747,247,497,500,1,2,3,1
205,205,795,530,265,795,263,529,532,1,2,3,1
206,206,939,626,313,939,311,625,628,1,2,3,1
207,207,783,522,261,783,259,521,524,1,2,3,1
208,208,678,452,226,678,224,451,454,1,2,3,1
209,209,927,618,309,927,307,617,620,1,2,3,1
210,210,1080,720,360,1080,358,719,722,1,2,3,1
211,211,1398,932,466,1398,464,931,934,1,2,3,1
212,212,738,492,246,738,244,491,494,1,2,3,1
213,213,1044,696,348,1044,346,695,698,1,2,3,1
214,214,930,620,310,930,308,619,622,1,2,3,1
215,215,948,632,316,948,314,631,634,1,2,3,1
216,216,1173,782,391,1173,389,781,784,1,2,3,1
217,217,666,444,222,666,220,443,446,1,2,3,1
218,218,597,398,199,597,197,397,400,1,2,3,1
219,219,1005,670,335,1005,333,669,672,1,2,3,1
220,220,1002,668,334,1002,332,667,670,1,2,3,1
221,221,999,666,333,999,331,665,668,1,2,3,1
222,222,1056,704,352,1056,350,703,706,1,2,3,1
223,223,651,434,217,651,215,433,436,1,2,3,1
224,224,1230,820,410,1230,408,819,822,1,2,3,1
225,225,1464,976,488,1464,486,975,978,1,2,3,1
226,226,1293,862,431,1293,429,861,864,1,2,3,1
227,227,978,652,326,978,324,651,654,1,2,3,1
228,228,1170,780,390,1170,388,779,782,1,2,3,1
229,229,1332,888,444,1332,442,887,890,1,2,3,1
230,230,1221,814,407,1221,405,813,816,1,2,3,1
231,231,1083,722,361,1083,359,721,724,1,2,3,1
232,232,1383,922,461,1383,459,921,924,1,2,3,1
233,233,921,614,307,921,305,613,616,1,2,3,1
234,234,1164,776,388,1164,386,775,778,1,2,3,1
235,235,948,632,316,948,314,631,634,1,2,3,1
236,236,1026,684,342,1026,340,683,686,1,2,3,1
237,237,1203,802,401,1203,399,801,804,1,2,3,1
238,238,945,630,315,945,313,629,632,1,2,3,1
239,239,882,588,294,882,292,587,590,1,2,3,1
240,240,990,660,330,990,328,659,662,1,2,3,1
241,241,987,658,329,987,327,657,660,1,2,3,1
242,242,1017,678,339,1017,337,677,680,1,2,3,1
243,243,1050,700,350,1050,348,699,702,1,2,3,1
244,244,1365,910,455,1365,453,909,912,1,2,3,1
245,245,1041,694,347,1041,345,693,696,1,2,3,1
246,246,990,660,330,990,328,659,662,1,2,3,1
247,247,738,492,246,738,244,491,494,1,2,3,1
248,248,1011,674,337,1011,335,673,676,1,2,3,1
249,249,585,390,195,585,193,389,392,1,2,3,1
250,250,642,428,214,642,212,427,430,1,2,3,1
251,251,879,586,293,879,291,585,588,1,2,3,1
252,252,813,542,271,813,269,541,544,1,2,3,1
253,253,1098,732,366,1098,364,731,734,1,2,3,1
254,254,783,522,261,783,259,521,524,1,2,3,1
255,255,795,530,265,795,263,529,532,1,2,3,1
256,256,996,664,332,996,330,663,666,1,2,3,1
257,257,1077,718,359,1077,357,717,720,1,2,3,1
258,258,798,532,266,798,264,531,534,1,2,3,1
259,259,1293,862,431,1293,429,861,864,1,2,3,1
260,260,972,648,324,972,322,647,650,1,2,3,1
261,261,1182,788,394,1182,392,787,790,1,2,3,1
262,262,1104,736,368,1104,366,735,738,1,2,3,1
263,263,939,626,313,939,311,625,628,1,2,3,1
264,264,1476,984,492,1476,490,983,986,1,2,3,1
265,265,1089,726,363,1089,361,725,728,1,2,3,1
266,266,825,550,275,825,273,549,552,1,2,3,1
267,267,663,442,221,663,219,441,444,1,2,3,1
268,268,1191,794,397,1191,395,793,796,1,2,3,1
269,269,1113,742,371,1113,369,741,744,1,2,3,1
270,270,948,632,316,948,314,631,634,1,2,3,1
271,271,1086,724,362,1086,360,723,726,1,2,3,1
272,272,963,642,321,963,319,641,644,1,2,3,1
273,273,906,604,302,906,300,603,606,1,2,3,1
274,274,1041,694,347,1041,345,693,696,1,2,3,1
275,275,912,608,304,912,302,607,610,1,2,3,1
276,276,771,514,257,771,255,513,516,1,2,3,1
277,277,891,594,297,891,295,593,596,1,2,3,1
278,278,792,528,264,792,262,527,530,1,2,3,1
279,279,1170,780,390,1170,388,779,782,1,2,3,1
280,280,1056,704,352,1056,350,703,706,1,2,3,1
281,281,1053,702,351,1053,349,701,704,1,2,3,1
282,282,1134,756,378,1134,376,755,758,1,2,3,1
283,283,714,476,238,714,236,475,478,1,2,3,1
284,284,1011,674,337,1011,335,673,676,1,2,3,1
285,285,912,608,304,912,302,607,610,1,2,3,1
286,286,1149,766,383,1149,381,765,768,1,2,3,1
287,287,780,520,260,780,258,519,522,1,2,3,1
288,288,1230,820,410,1230,408,819,822,1,2,3,1
289,289,975,650,325,975,323,649,652,1,2,3,1
290,290,1050,700,350,1050,348,699,702,1,2,3,1
291,291,1104,736,368,1104,366,735,738,1,2,3,1
292,292,1257,838,419,1257,417,837,840,1,2,3,1
293,293,819,546,273,819,271,545,548,1,2,3,1
294,294,741,494,247,741,245,493,496,1,2,3,1
295,295,945,630,315,945,313,629,632,1,2,3,1
296,296,1092,728,364,1092,362,727,730,1,2,3,1
297,297,633,422,211,633,209,421,424,1,2,3,1
298,298,1119,746,373,1119,371,745,748,1,2,3,1
299,299,885,590,295,885,293,589,592,1,2,3,1
300,300,855,570,285,855,283,569,572,1,2,3,1
301,301,900,600,300,900,298,599,602,1,2,3,1
302,302,1494,996,498,1494,496,995,998,1,2,3,1
303,303,951,634,317,951,315,633,636,1,2,3,1
304,304,1101,734,367,1101,365,733,736,1,2,3,1
305,305,441,294,147,441,145,293,296,1,2,3,1
306,306,1236,824,412,1236,410,823,826,1,2,3,1
307,307,1173,782,391,1173,389,781,784,1,2,3,1
308,308,1017,678,339,1017,337,677,680,1,2,3,1
309,309,810,540,270,810,268,539,542,1,2,3,1
310,310,1158,772,386,1158,384,771,774,1,2,3,1
311,311,840,560,280,840,278,559,562,1,2,3,1
312,312,1044,696,348,1044,346,695,698,1,2,3,1
313,313,798,532,266,798,264,531,534,1,2,3,1
314,314,786,524,262,786,260,523,526,1,2,3,1
315,315,1035,690,345,1035,343,689,692,1,2,3,1
316,316,999,666,333,999,331,665,668,1,2,3,1
317,317,1317,878,439,1317,437,877,880,1,2,3,1
318,318,936,624,312,936,310,623,626,1,2,3,1
319,319,897,598,299,897,297,597,600,1,2,3,1
320,320,609,406,203,609,201,405,408,1,2,3,1
321,321,954,636,318,954,316,635,638,1,2,3,1
322,322,1107,738,369,1107,367,737,740,1,2,3,1
323,323,1125,750,375,1125,373,749,752,1,2,3,1
324,324,921,614,307,921,305,613,616,1,2,3,1
325,325,1170,780,390,1170,388,779,782,1,2,3,1
326,326,1356,904,452,1356,450,903,906,1,2,3,1
327,327,1092,728,364,1092,362,727,730,1,2,3,1
328,328,1038,692,346,1038,344,691,694,1,2,3,1
329,329,648,432,216,648,214,431,434,1,2,3,1
330,330,1320,880,440,1320,438,879,882,1,2,3,1
331,331,990,660,330,990,328,659,662,1,2,3,1
332,332,1032,688,344,1032,342,687,690,1,2,3,1
333,333,1104,736,368,1104,366,735,738,1,2,3,1
334,334,759,506,253,759,251,505,508,1,2,3,1
335,335,1215,810,405,1215,403,809,812,1,2,3,1
336,336,966,644,322,966,320,643,646,1,2,3,1
337,337,1032,688,344,1032,342,687,690,1,2,3,1
338,338,1185,790,395,1185,393,789,792,1,2,3,1
339,339,765,510,255,765,253,509,512,1,2,3,1
340,340,879,586,293,879,291,585,588,1,2,3,1
341,341,747,498,249,747,247,497,500,1,2,3,1
342,342,765,510,255,765,253,509,512,1,2,3,1
343,343,783,522,261,783,259,521,524,1,2,3,1
344,344,906,604,302,906,300,603,606,1,2,3,1
345,345,987,658,329,987,327,657,660,1,2,3,1
346,346,1047,698,349,1047,347,697,700,1,2,3,1
347,347,837,558,279,837,277,557,560,1,2,3,1
348,348,618,412,206,618,204,411,414,1,2,3,1
349,349,1032,688,344,1032,342,687,690,1,2,3,1
350,350,837,558,279,837,277,557,560,1,2,3,1
351,351,1446,964,482,1446,480,963,966,1,2,3,1
352,352,711,474,237,711,235,473,476,1,2,3,1
353,353,1161,774,387,1161,385,773,776,1,2,3,1
354,354,852,568,284,852,282,567,570,1,2,3,1
355,355,972,648,324,972,322,647,650,1,2,3,1
356,356,1035,690,345,1035,343,689,692,1,2,3,1
357,357,909,606,303,909,301,605,608,1,2,3,1
358,358,939,626,313,939,311,625,628,1,2,3,1
359,359,957,638,319,957,317,637,640,1,2,3,1
360,360,1041,694,347,1041,345,693,696,1,2,3,1
361,361,1089,726,363,1089,361,725,728,1,2,3,1
362,362,1155,770,385,1155,383,769,772,1,2,3,1
363,363,1209,806,403,1209,401,805,808,1,2,3,1
364,364,1305,870,435,1305,433,869,872,1,2,3,1
365,365,1569,1046,523,1569,521,1045,1048,1,2,3,1
366,366,621,414,207,621,205,413,416,1,2,3,1
367,367,834,556,278,834,276,555,558,1,2,3,1
368,368,942,628,314,942,312,627,630,1,2,3,1
369,369,1296,864,432,1296,430,863,866,1,2,3,1
370,370,1086,724,362,1086,360,723,726,1,2,3,1
371,371,933,622,311,933,309,621,624,1,2,3,1
372,372,798,532,266,798,264,531,534,1,2,3,1
373,373,954,636,318,954,316,635,638,1,2,3,1
374,374,1113,742,371,1113,369,741,744,1,2,3,1
375,375,951,634,317,951,315,633,636,1,2,3,1
376,376,876,584,292,876,290,583,586,1,2,3,1
377,377,786,524,262,786,260,523,526,1,2,3,1
378,378,876,584,292,876,290,583,586,1,2,3,1
379,379,624,416,208,624,206,415,418,1,2,3,1
380,380,753,502,251,753,249,501,504,1,2,3,1
381,381,1029,686,343,1029,341,685,688,1,2,3,1
382,382,867,578,289,867,287,577,580,1,2,3,1
383,383,1080,720,360,1080,358,719,722,1,2,3,1
384,384,1191,794,397,1191,395,793,796,1,2,3,1
385,385,975,650,325,975,323,649,652,1,2,3,1
386,386,1182,788,394,1182,392,787,790,1,2,3,1
387,387,819,546,273,819,271,545,548,1,2,3,1
388,388,993,662,331,993,329,661,664,1,2,3,1
389,389,912,608,304,912,302,607,610,1,2,3,1
390,390,1176,784,392,1176,390,783,786,1,2,3,1
391,391,603,402,201,603,199,401,404,1,2,3,1
392,392,543,362,181,543,179,361,364,1,2,3,1
393,393,1095,730,365,1095,363,729,732,1,2,3,1
394,394,855,570,285,855,283,569,572,1,2,3,1
395,395,1185,790,395,1185,393,789,792,1,2,3,1
396,396,897,598,299,897,297,597,600,1,2,3,1
397,397,1128,752,376,1128,374,751,754,1,2,3,1
398,398,1089,726,363,1089,361,725,728,1,2,3,1
399,399,1248,832,416,1248,414,831,834,1,2,3,1
400,400,981,654,327,981,325,653,656,1,2,3,1
401,401,1131,754,377,1131,375,753,756,1,2,3,1
402,402,870,580,290,870,288,579,582,1,2,3,1
403,403,939,626,313,939,311,625,628,1,2,3,1
404,404,1293,862,431,1293,429,861,864,1,2,3,1
405,405,879,586,293,879,291,585,588,1,2,3,1
406,406,1047,698,349,1047,347,697,700,1,2,3,1
407,407,1038,692,346,1038,344,691,694,1,2,3,1
408,408,1107,738,369,1107,367,737,740,1,2,3,1
409,409,1008,672,336,1008,334,671,674,1,2,3,1
410,410,1023,682,341,1023,339,681,684,1,2,3,1
411,411,672,448,224,672,222,447,450,1,2,3,1
412,412,960,640,320,960,318,639,642,1,2,3,1
413,413,1050,700,350,1050,348,699,702,1,2,3,1
414,414,669,446,223,669,221,445,448,1,2,3,1
415,415,912,608,304,912,302,607,610,1,2,3,1
416,416,735,490,245,735,243,489,492,1,2,3,1
417,417,1224,816,408,1224,406,815,818,1,2,3,1
418,418,639,426,213,639,211,425,428,1,2,3,1
419,419,642,428,214,642,212,427,430,1,2,3,1
420,420,993,662,331,993,329,661,664,1,2,3,1
421,421,1206,804,402,1206,400,803,806,1,2,3,1
422,422,762,508,254,762,252,507,510,1,2,3,1
423,423,1188,792,396,1188,394,791,794,1,2,3,1
424,424,879,586,293,879,291,585,588,1,2,3,1
425,425,1092,728,364,1092,362,727,730,1,2,3,1
426,426,783,522,261,783,259,521,524,1,2,3,1
427,427,903,602,301,903,299,601,604,1,2,3,1
428,428,753,502,251,753,249,501,504,1,2,3,1
429,429,786,524,262,786,260,523,526,1,2,3,1
430,430,942,628,314,942,312,627,630,1,2,3,1
431,431,1080,720,360,1080,358,719,722,1,2,3,1
432,432,918,612,306,918,304,611,614,1,2,3,1
433,433,1047,698,349,1047,347,697,700,1,2,3,1
434,434,984,656,328,984,326,655,658,1,2,3,1
435,435,1140,760,380,1140,378,759,762,1,2,3,1
436,436,1191,794,397,1191,395,793,796,1,2,3,1
437,437,987,658,329,987,327,657,660,1,2,3,1
438,438,702,468,234,702,232,467,470,1,2,3,1
439,439,1098,732,366,1098,364,731,734,1,2,3,1
440,440,921,614,307,921,305,613,616,1,2,3,1
441,441,1188,792,396,1188,394,791,794,1,2,3,1
442,442,831,554,277,831,275,553,556,1,2,3,1
443,443,969,646,323,969,321,645,648,1,2,3,1
444,444,897,598,299,897,297,597,600,1,2,3,1
445,445,1362,908,454,1362,452,907,910,1,2,3,1
446,446,1209,806,403,1209,401,805,808,1,2,3,1
447,447,1101,734,367,1101,365,733,736,1,2,3,1
448,448,1239,826,413,1239,411,825,828,1,2,3,1
449,449,810,540,270,810,268,539,542,1,2,3,1
450,450,864,576,288,864,286,575,578,1,2,3,1
451,451,1179,786,393,1179,391,785,788,1,2,3,1
452,452,1107,738,369,1107,367,737,740,1,2,3,1
453,453,834,556,278,834,276,555,558,1,2,3,1
454,454,972,648,324,972,322,647,650,1,2,3,1
455,455,1263,842,421,1263,419,841,844,1,2,3,1
456,456,1197,798,399,1197,397,797,800,1,2,3,1
457,457,1104,736,368,1104,366,735,738,1,2,3,1
458,458,882,588,294,882,292,587,590,1,2,3,1
459,459,927,618,309,927,307,617,620,1,2,3,1
460,460,567,378,189,567,187,377,380,1,2,3,1
461,461,1404,936,468,1404,466,935,938,1,2,3,1
462,462,846,564,282,846,280,563,566,1,2,3,1
463,463,798,532,266,798,264,531,534,1,2,3,1
464,464,1071,714,357,1071,355,713,716,1,2,3,1
465,465,762,508,254,762,252,507,510,1,2,3,1
466,466,753,502,251,753,249,501,504,1,2,3,1
467,467,981,654,327,981,325,653,656,1,2,3,1
468,468,951,634,317,951,315,633,636,1,2,3,1
469,469,996,664,332,996,330,663,666,1,2,3,1
470,470,1149,766,383,1149,381,765,768,1,2,3,1
471,471,1197,798,399,1197,397,797,800,1,2,3,1
472,472,834,556,278,834,276,555,558,1,2,3,1
473,473,708,472,236,708,234,471,474,1,2,3,1
474,474,1269,846,423,1269,421,845,848,1,2,3,1
475,475,1323,882,441,1323,439,881,884,1,2,3,1
476,476,1056,704,352,1056,350,703,706,1,2,3,1
477,477,876,584,292,876,290,583,586,1,2,3,1
478,478,870,580,290,870,288,579,582,1,2,3,1
479,479,1296,864,432,1296,430,863,866,1,2,3,1
480,480,1020,680,340,1020,338,679,682,1,2,3,1
481,481,981,654,327,981,325,653,656,1,2,3,1
482,482,837,558,279,837,277,557,560,1,2,3,1
483,483,1242,828,414,1242,412,827,830,1,2,3,1
484,484,1044,696,348,1044,346,695,698,1,2,3,1
485,485,1164,776,388,1164,386,775,778,1,2,3,1
486,486,1509,1006,503,1509,501,1005,1008,1,2,3,1
487,487,972,648,324,972,322,647,650,1,2,3,1
488,488,906,604,302,906,300,603,606,1,2,3,1
489,489,1005,670,335,1005,333,669,672,1,2,3,1
490,490,1269,846,423,1269,421,845,848,1,2,3,1
491,491,1233,822,411,1233,409,821,824,1,2,3,1
492,492,1278,852,426,1278,424,851,854,1,2,3,1
493,493,1194,796,398,1194,396,795,798,1,2,3,1
494,494,1170,780,390,1170,388,779,782,1,2,3,1
495,495,738,492,246,738,244,491,494,1,2,3,1
496,496,915,610,305,915,303,609,612,1,2,3,1
497,497,810,540,270,810,268,539,542,1,2,3,1
498,498,1056,704,352,1056,350,703,706,1,2,3,1
499,0,972,648,324,972,322,647,650,1,2,3,1
500,1,549,366,183,549,181,365,368,1,2,3,1
501,2,942,628,314,942,312,627,630,1,2,3,1
502,3,867,578,289,867,287,577,580,1,2,3,1
503,4,717,478,239,717,237,477,480,1,2,3,1
504,5,1062,708,354,1062,352,707,710,1,2,3,1
505,6,684,456,228,684,226,455,458,1,2,3,1
506,7,1017,678,339,1017,337,677,680,1,2,3,1
507,8,510,340,170,510,168,339,342,1,2,3,1
508,9,1260,840,420,1260,418,839,842,1,2,3,1
509,10,852,568,284,852,282,567,570,1,2,3,1
510,11,990,660,330,990,328,659,662,1,2,3,1
511,12,840,560,280,840,278,559,562,1,2,3,1
512,13,996,664,332,996,330,663,666,1,2,3,1
