,Unnamed: 0,width_δ1,width_δ2,height_δ1,height_δ2,rank_δ1,rank_δ2,nullity_δ1,nullity_δ2
149,149,1953,1302,653,1953,652,1301,1301,1
150,150,1977,1318,661,1977,660,1317,1317,1
151,151,2196,1464,734,2196,733,1463,1463,1
152,152,1809,1206,605,1809,604,1205,1205,1
153,153,1155,770,387,1155,386,769,769,1
154,154,2295,1530,767,2295,766,1529,1529,1
155,155,1971,1314,659,1971,658,1313,1313,1
156,156,1971,1314,659,1971,658,1313,1313,1
157,157,1911,1274,639,1911,638,1273,1273,1
158,158,1116,744,374,1116,373,743,743,1
159,159,2019,1346,675,2019,674,1345,1345,1
160,160,1314,876,440,1314,439,875,875,1
161,161,1569,1046,525,1569,524,1045,1045,1
162,162,1560,1040,522,1560,521,1039,1039,1
163,163,1503,1002,503,1503,502,1001,1001,1
164,164,1695,1130,567,1695,566,1129,1129,1
165,165,1905,1270,637,1905,636,1269,1269,1
166,166,2184,1456,730,2184,729,1455,1455,1
167,167,1917,1278,641,1917,640,1277,1277,1
168,168,1677,1118,561,1677,560,1117,1117,1
169,169,2529,1686,845,2529,844,1685,1685,1
170,170,1698,1132,568,1698,567,1131,1131,1
171,171,1665,1110,557,1665,556,1109,1109,1
172,172,2340,1560,782,2340,781,1559,1559,1
173,173,2214,1476,740,2214,739,1475,1475,1
174,174,2292,1528,766,2292,765,1527,1527,1
175,175,2085,1390,697,2085,696,1389,1389,1
176,176,1842,1228,616,1842,615,1227,1227,1
177,177,1749,1166,585,1749,584,1165,1165,1
178,178,1968,1312,658,1968,657,1311,1311,1
179,179,1848,1232,618,1848,617,1231,1231,1
180,180,1455,970,487,1455,486,969,969,1
181,181,2370,1580,792,2370,791,1579,1579,1
182,182,2253,1502,753,2253,752,1501,1501,1
183,183,1980,1320,662,1980,661,1319,1319,1
184,184,2136,1424,714,2136,713,1423,1423,1
185,185,1416,944,474,1416,473,943,943,1
186,186,1248,832,418,1248,417,831,831,1
187,187,2127,1418,711,2127,710,1417,1417,1
188,188,1533,1022,513,1533,512,1021,1021,1
189,189,1851,1234,619,1851,618,1233,1233,1
190,190,1746,1164,584,1746,583,1163,1163,1
191,191,1788,1192,598,1788,597,1191,1191,1
192,192,2250,1500,752,2250,751,1499,1499,1
193,193,2664,1776,890,2664,889,1775,1775,1
194,194,2322,1548,776,2322,775,1547,1547,1
195,195,1665,1110,557,1665,556,1109,1109,1
196,196,1596,1064,534,1596,533,1063,1063,1
197,197,2949,1966,985,2949,984,1965,1965,1
198,198,2085,1390,697,2085,696,1389,1389,1
199,199,2028,1352,678,2028,677,1351,1351,1
200,200,1659,1106,555,1659,554,1105,1105,1
201,201,1827,1218,611,1827,610,1217,1217,1
202,202,1467,978,491,1467,490,977,977,1
203,203,1572,1048,526,1572,525,1047,1047,1
204,204,1845,1230,617,1845,616,1229,1229,1
205,205,1935,1290,647,1935,646,1289,1289,1
206,206,1839,1226,615,1839,614,1225,1225,1
207,207,2205,1470,737,2205,736,1469,1469,1
208,208,1977,1318,661,1977,660,1317,1317,1
209,209,2562,1708,856,2562,855,1707,1707,1
210,210,1521,1014,509,1521,508,1013,1013,1
211,211,2352,1568,786,2352,785,1567,1567,1
212,212,1008,672,338,1008,337,671,671,1
213,213,1653,1102,553,1653,552,1101,1101,1
214,214,1887,1258,631,1887,630,1257,1257,1
215,215,2070,1380,692,2070,691,1379,1379,1
216,216,1827,1218,611,1827,610,1217,1217,1
217,217,1926,1284,644,1926,643,1283,1283,1
218,218,1680,1120,562,1680,561,1119,1119,1
219,219,2202,1468,736,2202,735,1467,1467,1
220,220,1335,890,447,1335,446,889,889,1
221,221,2322,1548,776,2322,775,1547,1547,1
222,222,1677,1118,561,1677,560,1117,1117,1
223,223,1773,1182,593,1773,592,1181,1181,1
224,224,2304,1536,770,2304,769,1535,1535,1
225,225,1794,1196,600,1794,599,1195,1195,1
226,226,2313,1542,773,2313,772,1541,1541,1
227,227,2100,1400,702,2100,701,1399,1399,1
228,228,1833,1222,613,1833,612,1221,1221,1
229,229,1905,1270,637,1905,636,1269,1269,1
230,230,1932,1288,646,1932,645,1287,1287,1
231,231,1761,1174,589,1761,588,1173,1173,1
232,232,2121,1414,709,2121,708,1413,1413,1
233,233,1632,1088,546,1632,545,1087,1087,1
234,234,2331,1554,779,2331,778,1553,1553,1
235,235,2058,1372,688,2058,687,1371,1371,1
236,236,2475,1650,827,2475,826,1649,1649,1
237,237,2214,1476,740,2214,739,1475,1475,1
238,238,1740,1160,582,1740,581,1159,1159,1
239,239,1593,1062,533,1593,532,1061,1061,1
240,240,2355,1570,787,2355,786,1569,1569,1
241,241,2259,1506,755,2259,754,1505,1505,1
242,242,2007,1338,671,2007,670,1337,1337,1
243,243,1764,1176,590,1764,589,1175,1175,1
244,244,2118,1412,708,2118,707,1411,1411,1
245,245,2682,1788,896,2682,895,1787,1787,1
246,246,2373,1582,793,2373,792,1581,1581,1
247,247,1809,1206,605,1809,604,1205,1205,1
248,248,1977,1318,661,1977,660,1317,1317,1
249,249,1479,986,495,1479,494,985,985,1
250,250,1686,1124,564,1686,563,1123,1123,1
251,251,1467,978,491,1467,490,977,977,1
252,252,2058,1372,688,2058,687,1371,1371,1
253,253,1761,1174,589,1761,588,1173,1173,1
254,254,2109,1406,705,2109,704,1405,1405,1
255,255,780,520,262,780,261,519,519,1
256,256,1701,1134,569,1701,568,1133,1133,1
257,257,1680,1120,562,1680,561,1119,1119,1
258,258,1989,1326,665,1989,664,1325,1325,1
259,259,1908,1272,638,1908,637,1271,1271,1
260,260,2076,1384,694,2076,693,1383,1383,1
261,261,1830,1220,612,1830,611,1219,1219,1
262,262,1848,1232,618,1848,617,1231,1231,1
263,263,1791,1194,599,1791,598,1193,1193,1
264,264,2247,1498,751,2247,750,1497,1497,1
265,265,1692,1128,566,1692,565,1127,1127,1
266,266,2289,1526,765,2289,764,1525,1525,1
267,267,1767,1178,591,1767,590,1177,1177,1
268,268,2178,1452,728,2178,727,1451,1451,1
269,269,2604,1736,870,2604,869,1735,1735,1
270,270,2301,1534,769,2301,768,1533,1533,1
271,271,1752,1168,586,1752,585,1167,1167,1
272,272,1863,1242,623,1863,622,1241,1241,1
273,273,1791,1194,599,1791,598,1193,1193,1
274,274,1410,940,472,1410,471,939,939,1
275,275,2184,1456,730,2184,729,1455,1455,1
276,276,1455,970,487,1455,486,969,969,1
277,277,1863,1242,623,1863,622,1241,1241,1
278,278,2160,1440,722,2160,721,1439,1439,1
279,279,1473,982,493,1473,492,981,981,1
280,280,2148,1432,718,2148,717,1431,1431,1
281,281,1923,1282,643,1923,642,1281,1281,1
282,282,2211,1474,739,2211,738,1473,1473,1
283,283,2103,1402,703,2103,702,1401,1401,1
284,284,2022,1348,676,2022,675,1347,1347,1
285,285,2148,1432,718,2148,717,1431,1431,1
286,286,1314,876,440,1314,439,875,875,1
287,287,1815,1210,607,1815,606,1209,1209,1
288,288,2277,1518,761,2277,760,1517,1517,1
289,289,1542,1028,516,1542,515,1027,1027,1
290,290,1857,1238,621,1857,620,1237,1237,1
291,291,1944,1296,650,1944,649,1295,1295,1
292,292,1857,1238,621,1857,620,1237,1237,1
293,293,1701,1134,569,1701,568,1133,1133,1
294,294,1401,934,469,1401,468,933,933,1
295,295,2214,1476,740,2214,739,1475,1475,1
296,296,1356,904,454,1356,453,903,903,1
297,297,2280,1520,762,2280,761,1519,1519,1
298,298,1395,930,467,1395,466,929,929,1
299,299,1983,1322,663,1983,662,1321,1321,1
300,300,1653,1102,553,1653,552,1101,1101,1
301,301,1884,1256,630,1884,629,1255,1255,1
302,302,2316,1544,774,2316,773,1543,1543,1
303,303,2709,1806,905,2709,904,1805,1805,1
304,304,2067,1378,691,2067,690,1377,1377,1
305,305,1707,1138,571,1707,570,1137,1137,1
306,306,2028,1352,678,2028,677,1351,1351,1
307,307,1848,1232,618,1848,617,1231,1231,1
308,308,2118,1412,708,2118,707,1411,1411,1
309,309,2217,1478,741,2217,740,1477,1477,1
310,310,1773,1182,593,1773,592,1181,1181,1
311,311,2004,1336,670,2004,669,1335,1335,1
312,312,1227,818,411,1227,410,817,817,1
313,313,2430,1620,812,2430,811,1619,1619,1
314,314,2139,1426,715,2139,714,1425,1425,1
315,315,2028,1352,678,2028,677,1351,1351,1
316,316,1551,1034,519,1551,518,1033,1033,1
317,317,1575,1050,527,1575,526,1049,1049,1
318,318,2160,1440,722,2160,721,1439,1439,1
319,319,1869,1246,625,1869,624,1245,1245,1
320,320,1863,1242,623,1863,622,1241,1241,1
321,321,2022,1348,676,2022,675,1347,1347,1
322,322,2088,1392,698,2088,697,1391,1391,1
323,323,2475,1650,827,2475,826,1649,1649,1
324,324,1710,1140,572,1710,571,1139,1139,1
325,325,2751,1834,919,2751,918,1833,1833,1
326,326,1968,1312,658,1968,657,1311,1311,1
327,327,1716,1144,574,1716,573,1143,1143,1
328,328,1689,1126,565,1689,564,1125,1125,1
329,329,1941,1294,649,1941,648,1293,1293,1
330,330,2202,1468,736,2202,735,1467,1467,1
331,331,1902,1268,636,1902,635,1267,1267,1
332,332,1755,1170,587,1755,586,1169,1169,1
333,333,2091,1394,699,2091,698,1393,1393,1
334,334,2010,1340,672,2010,671,1339,1339,1
335,335,1899,1266,635,1899,634,1265,1265,1
336,336,2148,1432,718,2148,717,1431,1431,1
337,337,1737,1158,581,1737,580,1157,1157,1
338,338,1878,1252,628,1878,627,1251,1251,1
339,339,1359,906,455,1359,454,905,905,1
340,340,2310,1540,772,2310,771,1539,1539,1
341,341,1557,1038,521,1557,520,1037,1037,1
342,342,1608,1072,538,1608,537,1071,1071,1
343,343,1176,784,394,1176,393,783,783,1
344,344,2067,1378,691,2067,690,1377,1377,1
345,345,1434,956,480,1434,479,955,955,1
346,346,1503,1002,503,1503,502,1001,1001,1
347,347,1968,1312,658,1968,657,1311,1311,1
348,348,2076,1384,694,2076,693,1383,1383,1
349,349,1875,1250,627,1875,626,1249,1249,1
350,0,1323,882,443,1323,442,881,881,1
351,1,1683,1122,563,1683,562,1121,1121,1
352,2,1266,844,424,1266,423,843,843,1
353,3,1665,1110,557,1665,556,1109,1109,1
354,4,1194,796,400,1194,399,795,795,1
355,5,1377,918,461,1377,460,917,917,1
356,6,1662,1108,556,1662,555,1107,1107,1
357,7,1173,782,393,1173,392,781,781,1
358,8,1755,1170,587,1755,586,1169,1169,1
359,9,1371,914,459,1371,458,913,913,1
360,10,1269,846,425,1269,424,845,845,1
361,11,897,598,301,897,300,597,597,1
362,12,1878,1252,628,1878,627,1251,1251,1
363,13,1686,1124,564,1686,563,1123,1123,1
364,14,1497,998,501,1497,500,997,997,1
365,15,1704,1136,570,1704,569,1135,1135,1
366,16,1341,894,449,1341,448,893,893,1
367,17,1494,996,500,1494,499,995,995,1
368,18,1671,1114,559,1671,558,1113,1113,1
369,19,1287,858,431,1287,430,857,857,1
370,20,1839,1226,615,1839,614,1225,1225,1
371,21,2070,1380,692,2070,691,1379,1379,1
372,22,1740,1160,582,1740,581,1159,1159,1
373,23,1185,790,397,1185,396,789,789,1
374,24,1707,1138,571,1707,570,1137,1137,1
375,25,1590,1060,532,1590,531,1059,1059,1
376,26,1506,1004,504,1506,503,1003,1003,1
377,27,1404,936,470,1404,469,935,935,1
378,28,939,626,315,939,314,625,625,1
379,29,1830,1220,612,1830,611,1219,1219,1
380,30,1533,1022,513,1533,512,1021,1021,1
381,31,1458,972,488,1458,487,971,971,1
382,32,1569,1046,525,1569,524,1045,1045,1
383,33,1815,1210,607,1815,606,1209,1209,1
384,34,1533,1022,513,1533,512,1021,1021,1
385,35,1569,1046,525,1569,524,1045,1045,1
386,36,1575,1050,527,1575,526,1049,1049,1
387,37,1977,1318,661,1977,660,1317,1317,1
388,38,1557,1038,521,1557,520,1037,1037,1
389,39,1833,1222,613,1833,612,1221,1221,1
390,40,1668,1112,558,1668,557,1111,1111,1
391,41,1392,928,466,1392,465,927,927,1
392,42,1527,1018,511,1527,510,1017,1017,1
393,43,2064,1376,690,2064,689,1375,1375,1
394,44,1536,1024,514,1536,513,1023,1023,1
395,45,1533,1022,513,1533,512,1021,1021,1
396,46,1446,964,484,1446,483,963,963,1
397,47,1317,878,441,1317,440,877,877,1
398,48,2052,1368,686,2052,685,1367,1367,1
399,49,1689,1126,565,1689,564,1125,1125,1
400,50,1782,1188,596,1782,595,1187,1187,1
401,51,1743,1162,583,1743,582,1161,1161,1
402,52,2136,1424,714,2136,713,1423,1423,1
403,53,1878,1252,628,1878,627,1251,1251,1
404,54,1533,1022,513,1533,512,1021,1021,1
405,55,1218,812,408,1218,407,811,811,1
406,56,1101,734,369,1101,368,733,733,1
407,57,1563,1042,523,1563,522,1041,1041,1
408,58,1584,1056,530,1584,529,1055,1055,1
409,59,1716,1144,574,1716,573,1143,1143,1
410,60,1893,1262,633,1893,632,1261,1261,1
411,61,1776,1184,594,1776,593,1183,1183,1
412,62,1662,1108,556,1662,555,1107,1107,1
413,63,1620,1080,542,1620,541,1079,1079,1
414,64,1812,1208,606,1812,605,1207,1207,1
415,65,1653,1102,553,1653,552,1101,1101,1
416,66,1305,870,437,1305,436,869,869,1
417,67,1353,902,453,1353,452,901,901,1
418,68,1626,1084,544,1626,543,1083,1083,1
419,69,1599,1066,535,1599,534,1065,1065,1
420,70,2277,1518,761,2277,760,1517,1517,1
421,71,861,574,289,861,288,573,573,1
422,72,1596,1064,534,1596,533,1063,1063,1
423,73,1689,1126,565,1689,564,1125,1125,1
424,74,1812,1208,606,1812,605,1207,1207,1
425,75,1032,688,346,1032,345,687,687,1
426,76,1143,762,383,1143,382,761,761,1
427,77,1464,976,490,1464,489,975,975,1
428,78,1473,982,493,1473,492,981,981,1
429,79,1650,1100,552,1650,551,1099,1099,1
430,80,1332,888,446,1332,445,887,887,1
431,81,1611,1074,539,1611,538,1073,1073,1
432,82,969,646,325,969,324,645,645,1
433,83,1389,926,465,1389,464,925,925,1
434,84,1197,798,401,1197,400,797,797,1
435,85,1704,1136,570,1704,569,1135,1135,1
436,86,1467,978,491,1467,490,977,977,1
437,87,1587,1058,531,1587,530,1057,1057,1
438,88,1422,948,476,1422,475,947,947,1
439,89,1791,1194,599,1791,598,1193,1193,1
440,90,1695,1130,567,1695,566,1129,1129,1
441,91,1938,1292,648,1938,647,1291,1291,1
442,92,1566,1044,524,1566,523,1043,1043,1
443,93,1542,1028,516,1542,515,1027,1027,1
444,94,1797,1198,601,1797,600,1197,1197,1
445,95,1287,858,431,1287,430,857,857,1
446,96,1668,1112,558,1668,557,1111,1111,1
447,97,1449,966,485,1449,484,965,965,1
448,98,1686,1124,564,1686,563,1123,1123,1
449,99,1494,996,500,1494,499,995,995,1
450,100,1233,822,413,1233,412,821,821,1
451,101,1344,896,450,1344,449,895,895,1
452,102,1836,1224,614,1836,613,1223,1223,1
453,103,1800,1200,602,1800,601,1199,1199,1
454,104,1695,1130,567,1695,566,1129,1129,1
455,105,1932,1288,646,1932,645,1287,1287,1
456,106,1734,1156,580,1734,579,1155,1155,1
457,107,1797,1198,601,1797,600,1197,1197,1
458,108,1242,828,416,1242,415,827,827,1
459,109,1821,1214,609,1821,608,1213,1213,1
460,110,1305,870,437,1305,436,869,869,1
461,111,1668,1112,558,1668,557,1111,1111,1
462,112,1326,884,444,1326,443,883,883,1
463,113,1698,1132,568,1698,567,1131,1131,1
464,114,1863,1242,623,1863,622,1241,1241,1
465,115,1863,1242,623,1863,622,1241,1241,1
466,116,1626,1084,544,1626,543,1083,1083,1
467,117,1875,1250,627,1875,626,1249,1249,1
468,118,1587,1058,531,1587,530,1057,1057,1
469,119,1197,798,401,1197,400,797,797,1
470,120,1737,1158,581,1737,580,1157,1157,1
471,121,1758,1172,588,1758,587,1171,1171,1
472,122,1584,1056,530,1584,529,1055,1055,1
473,123,1527,1018,511,1527,510,1017,1017,1
474,124,1458,972,488,1458,487,971,971,1
475,125,1434,956,480,1434,479,955,955,1
476,126,1599,1066,535,1599,534,1065,1065,1
477,127,2130,1420,712,2130,711,1419,1419,1
478,128,1497,998,501,1497,500,997,997,1
479,129,1383,922,463,1383,462,921,921,1
480,130,1572,1048,526,1572,525,1047,1047,1
481,131,1767,1178,591,1767,590,1177,1177,1
482,132,1989,1326,665,1989,664,1325,1325,1
483,133,1557,1038,521,1557,520,1037,1037,1
484,134,1977,1318,661,1977,660,1317,1317,1
485,135,1173,782,393,1173,392,781,781,1
486,136,1923,1282,643,1923,642,1281,1281,1
487,137,1476,984,494,1476,493,983,983,1
488,138,1446,964,484,1446,483,963,963,1
489,139,1398,932,468,1398,467,931,931,1
490,140,1518,1012,508,1518,507,1011,1011,1
491,141,1635,1090,547,1635,546,1089,1089,1
492,142,1302,868,436,1302,435,867,867,1
493,143,1707,1138,571,1707,570,1137,1137,1
494,144,1773,1182,593,1773,592,1181,1181,1
495,145,1293,862,433,1293,432,861,861,1
496,146,1677,1118,561,1677,560,1117,1117,1
497,147,1173,782,393,1173,392,781,781,1
498,148,1833,1222,613,1833,612,1221,1221,1
499,149,1443,962,483,1443,482,961,961,1
500,150,1812,1208,606,1812,605,1207,1207,1
501,151,1122,748,376,1122,375,747,747,1
502,152,1257,838,421,1257,420,837,837,1
503,153,1383,922,463,1383,462,921,921,1
504,154,1815,1210,607,1815,606,1209,1209,1
505,155,1437,958,481,1437,480,957,957,1
506,156,1464,976,490,1464,489,975,975,1
507,157,1974,1316,660,1974,659,1315,1315,1
508,158,1407,938,471,1407,470,937,937,1
509,159,2004,1336,670,2004,669,1335,1335,1
510,160,1623,1082,543,1623,542,1081,1081,1
511,161,1551,1034,519,1551,518,1033,1033,1
512,162,1212,808,406,1212,405,807,807,1
513,163,1521,1014,509,1521,508,1013,1013,1
514,164,2106,1404,704,2106,703,1403,1403,1
515,165,1566,1044,524,1566,523,1043,1043,1
516,166,1728,1152,578,1728,577,1151,1151,1
517,167,1848,1232,618,1848,617,1231,1231,1
518,168,1332,888,446,1332,445,887,887,1
519,169,1383,922,463,1383,462,921,921,1
520,170,1398,932,468,1398,467,931,931,1
521,171,1581,1054,529,1581,528,1053,1053,1
522,172,1524,1016,510,1524,509,1015,1015,1
523,173,1602,1068,536,1602,535,1067,1067,1
524,174,1773,1182,593,1773,592,1181,1181,1
525,175,1848,1232,618,1848,617,1231,1231,1
526,176,1650,1100,552,1650,551,1099,1099,1
527,177,1497,998,501,1497,500,997,997,1
528,178,1815,1210,607,1815,606,1209,1209,1
529,179,1401,934,469,1401,468,933,933,1
530,180,1449,966,485,1449,484,965,965,1
531,181,1497,998,501,1497,500,997,997,1
532,182,1227,818,411,1227,410,817,817,1
533,183,1182,788,396,1182,395,787,787,1
534,184,1770,1180,592,1770,591,1179,1179,1
535,185,1566,1044,524,1566,523,1043,1043,1
536,186,1785,1190,597,1785,596,1189,1189,1
537,187,1665,1110,557,1665,556,1109,1109,1
538,188,1539,1026,515,1539,514,1025,1025,1
539,189,1701,1134,569,1701,568,1133,1133,1
540,190,1737,1158,581,1737,580,1157,1157,1
541,191,1512,1008,506,1512,505,1007,1007,1
542,192,1572,1048,526,1572,525,1047,1047,1
543,193,1497,998,501,1497,500,997,997,1
544,194,1641,1094,549,1641,548,1093,1093,1
545,195,1515,1010,507,1515,506,1009,1009,1
546,196,1890,1260,632,1890,631,1259,1259,1
547,197,1971,1314,659,1971,658,1313,1313,1
548,198,1317,878,441,1317,440,877,877,1
549,199,2166,1444,724,2166,723,1443,1443,1
550,200,1716,1144,574,1716,573,1143,1143,1
551,201,1542,1028,516,1542,515,1027,1027,1
552,202,1800,1200,602,1800,601,1199,1199,1
553,203,1263,842,423,1263,422,841,841,1
554,204,1593,1062,533,1593,532,1061,1061,1
555,205,1716,1144,574,1716,573,1143,1143,1
556,206,1572,1048,526,1572,525,1047,1047,1
557,207,1953,1302,653,1953,652,1301,1301,1
558,208,1686,1124,564,1686,563,1123,1123,1
559,209,1719,1146,575,1719,574,1145,1145,1
560,210,1392,928,466,1392,465,927,927,1
561,211,1614,1076,540,1614,539,1075,1075,1
562,212,1449,966,485,1449,484,965,965,1
563,213,1593,1062,533,1593,532,1061,1061,1
564,214,1539,1026,515,1539,514,1025,1025,1
565,215,1461,974,489,1461,488,973,973,1
