,width_δ1,width_δ2,height_δ1,height_δ2,rank_δ1,rank_δ2,nullity_δ1,nullity_δ2,b0,b1,b2
51,528,352,176,528,175,352,353,0,1,1,0
52,561,374,187,561,186,374,375,0,1,1,0
53,621,414,207,621,206,414,415,0,1,1,0
54,243,162,81,243,80,162,163,0,1,1,0
55,297,198,99,297,98,198,199,0,1,1,0
56,312,208,104,312,103,208,209,0,1,1,0
57,456,304,152,456,151,304,305,0,1,1,0
58,696,464,232,696,231,464,465,0,1,1,0
59,450,300,150,450,149,300,301,0,1,1,0
60,444,296,148,444,147,296,297,0,1,1,0
61,516,344,172,516,171,344,345,0,1,1,0
62,573,382,191,573,190,382,383,0,1,1,0
63,702,468,234,702,233,468,469,0,1,1,0
64,528,352,176,528,175,352,353,0,1,1,0
65,474,316,158,474,157,316,317,0,1,1,0
66,519,346,173,519,172,346,347,0,1,1,0
67,567,378,189,567,188,378,379,0,1,1,0
68,795,530,265,795,264,530,531,0,1,1,0
69,624,416,208,624,207,416,417,0,1,1,0
70,375,250,125,375,124,250,251,0,1,1,0
71,282,188,94,282,93,188,189,0,1,1,0
72,318,212,106,318,105,212,213,0,1,1,0
73,762,508,254,762,253,508,509,0,1,1,0
74,576,384,192,576,191,384,385,0,1,1,0
75,573,382,191,573,190,382,383,0,1,1,0
76,702,468,234,702,233,468,469,0,1,1,0
77,837,558,279,837,278,558,559,0,1,1,0
78,291,194,97,291,96,194,195,0,1,1,0
79,483,322,161,483,160,322,323,0,1,1,0
80,507,338,169,507,168,338,339,0,1,1,0
81,303,202,101,303,100,202,203,0,1,1,0
82,831,554,277,831,276,554,555,0,1,1,0
83,555,370,185,555,184,370,371,0,1,1,0
84,474,316,158,474,157,316,317,0,1,1,0
85,324,216,108,324,107,216,217,0,1,1,0
86,627,418,209,627,208,418,419,0,1,1,0
87,615,410,205,615,204,410,411,0,1,1,0
88,525,350,175,525,174,350,351,0,1,1,0
89,546,364,182,546,181,364,365,0,1,1,0
90,498,332,166,498,165,332,333,0,1,1,0
91,231,154,77,231,76,154,155,0,1,1,0
92,396,264,132,396,131,264,265,0,1,1,0
93,561,374,187,561,186,374,375,0,1,1,0
94,717,478,239,717,238,478,479,0,1,1,0
95,453,302,151,453,150,302,303,0,1,1,0
96,432,288,144,432,143,288,289,0,1,1,0
97,612,408,204,612,203,408,409,0,1,1,0
98,639,426,213,639,212,426,427,0,1,1,0
99,285,190,95,285,94,190,191,0,1,1,0
100,408,272,136,408,135,272,273,0,1,1,0
101,546,364,182,546,181,364,365,0,1,1,0
102,579,386,193,579,192,386,387,0,1,1,0
103,627,418,209,627,208,418,419,0,1,1,0
104,354,236,118,354,117,236,237,0,1,1,0
105,522,348,174,522,173,348,349,0,1,1,0
106,393,262,131,393,130,262,263,0,1,1,0
107,603,402,201,603,200,402,403,0,1,1,0
108,309,206,103,309,102,206,207,0,1,1,0
109,540,360,180,540,179,360,361,0,1,1,0
110,525,350,175,525,174,350,351,0,1,1,0
111,735,490,245,735,244,490,491,0,1,1,0
112,522,348,174,522,173,348,349,0,1,1,0
113,390,260,130,390,129,260,261,0,1,1,0
114,597,398,199,597,198,398,399,0,1,1,0
115,444,296,148,444,147,296,297,0,1,1,0
116,282,188,94,282,93,188,189,0,1,1,0
117,600,400,200,600,199,400,401,0,1,1,0
118,249,166,83,249,82,166,167,0,1,1,0
119,408,272,136,408,135,272,273,0,1,1,0
120,429,286,143,429,142,286,287,0,1,1,0
121,144,96,48,144,47,96,97,0,1,1,0
122,471,314,157,471,156,314,315,0,1,1,0
123,522,348,174,522,173,348,349,0,1,1,0
124,606,404,202,606,201,404,405,0,1,1,0
125,621,414,207,621,206,414,415,0,1,1,0
126,342,228,114,342,113,228,229,0,1,1,0
127,771,514,257,771,256,514,515,0,1,1,0
128,612,408,204,612,203,408,409,0,1,1,0
129,399,266,133,399,132,266,267,0,1,1,0
130,456,304,152,456,151,304,305,0,1,1,0
131,702,468,234,702,233,468,469,0,1,1,0
132,666,444,222,666,221,444,445,0,1,1,0
133,576,384,192,576,191,384,385,0,1,1,0
134,450,300,150,450,149,300,301,0,1,1,0
135,291,194,97,291,96,194,195,0,1,1,0
136,378,252,126,378,125,252,253,0,1,1,0
137,255,170,85,255,84,170,171,0,1,1,0
138,324,216,108,324,107,216,217,0,1,1,0
139,561,374,187,561,186,374,375,0,1,1,0
140,570,380,190,570,189,380,381,0,1,1,0
141,588,392,196,588,195,392,393,0,1,1,0
142,438,292,146,438,145,292,293,0,1,1,0
143,756,504,252,756,251,504,505,0,1,1,0
144,417,278,139,417,138,278,279,0,1,1,0
145,381,254,127,381,126,254,255,0,1,1,0
146,357,238,119,357,118,238,239,0,1,1,0
147,555,370,185,555,184,370,371,0,1,1,0
148,432,288,144,432,143,288,289,0,1,1,0
149,570,380,190,570,189,380,381,0,1,1,0
150,420,280,140,420,139,280,281,0,1,1,0
151,621,414,207,621,206,414,415,0,1,1,0
152,567,378,189,567,188,378,379,0,1,1,0
153,324,216,108,324,107,216,217,0,1,1,0
154,255,170,85,255,84,170,171,0,1,1,0
155,753,502,251,753,250,502,503,0,1,1,0
156,399,266,133,399,132,266,267,0,1,1,0
157,312,208,104,312,103,208,209,0,1,1,0
158,357,238,119,357,118,238,239,0,1,1,0
159,417,278,139,417,138,278,279,0,1,1,0
160,216,144,72,216,71,144,145,0,1,1,0
161,540,360,180,540,179,360,361,0,1,1,0
162,336,224,112,336,111,224,225,0,1,1,0
163,591,394,197,591,196,394,395,0,1,1,0
164,498,332,166,498,165,332,333,0,1,1,0
165,615,410,205,615,204,410,411,0,1,1,0
166,645,430,215,645,214,430,431,0,1,1,0
167,213,142,71,213,70,142,143,0,1,1,0
168,708,472,236,708,235,472,473,0,1,1,0
169,498,332,166,498,165,332,333,0,1,1,0
170,435,290,145,435,144,290,291,0,1,1,0
171,624,416,208,624,207,416,417,0,1,1,0
172,720,480,240,720,239,480,481,0,1,1,0
173,429,286,143,429,142,286,287,0,1,1,0
174,627,418,209,627,208,418,419,0,1,1,0
175,432,288,144,432,143,288,289,0,1,1,0
176,483,322,161,483,160,322,323,0,1,1,0
177,258,172,86,258,85,172,173,0,1,1,0
178,735,490,245,735,244,490,491,0,1,1,0
179,156,104,52,156,51,104,105,0,1,1,0
180,567,378,189,567,188,378,379,0,1,1,0
181,633,422,211,633,210,422,423,0,1,1,0
182,468,312,156,468,155,312,313,0,1,1,0
183,468,312,156,468,155,312,313,0,1,1,0
184,342,228,114,342,113,228,229,0,1,1,0
185,645,430,215,645,214,430,431,0,1,1,0
186,435,290,145,435,144,290,291,0,1,1,0
187,330,220,110,330,109,220,221,0,1,1,0
188,564,376,188,564,187,376,377,0,1,1,0
189,309,206,103,309,102,206,207,0,1,1,0
190,639,426,213,639,212,426,427,0,1,1,0
191,558,372,186,558,185,372,373,0,1,1,0
192,537,358,179,537,178,358,359,0,1,1,0
193,627,418,209,627,208,418,419,0,1,1,0
194,549,366,183,549,182,366,367,0,1,1,0
195,738,492,246,738,245,492,493,0,1,1,0
196,216,144,72,216,71,144,145,0,1,1,0
197,459,306,153,459,152,306,307,0,1,1,0
198,531,354,177,531,176,354,355,0,1,1,0
199,405,270,135,405,134,270,271,0,1,1,0
200,504,336,168,504,167,336,337,0,1,1,0
201,447,298,149,447,148,298,299,0,1,1,0
202,465,310,155,465,154,310,311,0,1,1,0
203,645,430,215,645,214,430,431,0,1,1,0
204,678,452,226,678,225,452,453,0,1,1,0
205,690,460,230,690,229,460,461,0,1,1,0
206,543,362,181,543,180,362,363,0,1,1,0
207,417,278,139,417,138,278,279,0,1,1,0
208,501,334,167,501,166,334,335,0,1,1,0
209,561,374,187,561,186,374,375,0,1,1,0
210,573,382,191,573,190,382,383,0,1,1,0
211,585,390,195,585,194,390,391,0,1,1,0
212,579,386,193,579,192,386,387,0,1,1,0
213,609,406,203,609,202,406,407,0,1,1,0
214,360,240,120,360,119,240,241,0,1,1,0
215,522,348,174,522,173,348,349,0,1,1,0
216,540,360,180,540,179,360,361,0,1,1,0
217,507,338,169,507,168,338,339,0,1,1,0
218,534,356,178,534,177,356,357,0,1,1,0
219,534,356,178,534,177,356,357,0,1,1,0
220,360,240,120,360,119,240,241,0,1,1,0
221,462,308,154,462,153,308,309,0,1,1,0
222,486,324,162,486,161,324,325,0,1,1,0
223,348,232,116,348,115,232,233,0,1,1,0
224,465,310,155,465,154,310,311,0,1,1,0
225,432,288,144,432,143,288,289,0,1,1,0
226,663,442,221,663,220,442,443,0,1,1,0
227,366,244,122,366,121,244,245,0,1,1,0
228,210,140,70,210,69,140,141,0,1,1,0
229,408,272,136,408,135,272,273,0,1,1,0
230,393,262,131,393,130,262,263,0,1,1,0
231,690,460,230,690,229,460,461,0,1,1,0
232,468,312,156,468,155,312,313,0,1,1,0
233,777,518,259,777,258,518,519,0,1,1,0
234,504,336,168,504,167,336,337,0,1,1,0
235,576,384,192,576,191,384,385,0,1,1,0
236,471,314,157,471,156,314,315,0,1,1,0
237,561,374,187,561,186,374,375,0,1,1,0
238,282,188,94,282,93,188,189,0,1,1,0
239,420,280,140,420,139,280,281,0,1,1,0
240,363,242,121,363,120,242,243,0,1,1,0
241,492,328,164,492,163,328,329,0,1,1,0
242,315,210,105,315,104,210,211,0,1,1,0
243,387,258,129,387,128,258,259,0,1,1,0
244,420,280,140,420,139,280,281,0,1,1,0
245,492,328,164,492,163,328,329,0,1,1,0
246,453,302,151,453,150,302,303,0,1,1,0
247,618,412,206,618,205,412,413,0,1,1,0
248,372,248,124,372,123,248,249,0,1,1,0
249,216,144,72,216,71,144,145,0,1,1,0
250,855,570,285,855,284,570,571,0,1,1,0
251,717,478,239,717,238,478,479,0,1,1,0
252,651,434,217,651,216,434,435,0,1,1,0
253,429,286,143,429,142,286,287,0,1,1,0
254,537,358,179,537,178,358,359,0,1,1,0
255,471,314,157,471,156,314,315,0,1,1,0
256,516,344,172,516,171,344,345,0,1,1,0
257,681,454,227,681,226,454,455,0,1,1,0
258,243,162,81,243,80,162,163,0,1,1,0
259,294,196,98,294,97,196,197,0,1,1,0
260,492,328,164,492,163,328,329,0,1,1,0
261,483,322,161,483,160,322,323,0,1,1,0
262,597,398,199,597,198,398,399,0,1,1,0
263,417,278,139,417,138,278,279,0,1,1,0
264,243,162,81,243,80,162,163,0,1,1,0
265,681,454,227,681,226,454,455,0,1,1,0
266,465,310,155,465,154,310,311,0,1,1,0
267,291,194,97,291,96,194,195,0,1,1,0
268,603,402,201,603,200,402,403,0,1,1,0
269,585,390,195,585,194,390,391,0,1,1,0
270,240,160,80,240,79,160,161,0,1,1,0
271,240,160,80,240,79,160,161,0,1,1,0
272,291,194,97,291,96,194,195,0,1,1,0
273,531,354,177,531,176,354,355,0,1,1,0
274,624,416,208,624,207,416,417,0,1,1,0
275,630,420,210,630,209,420,421,0,1,1,0
276,558,372,186,558,185,372,373,0,1,1,0
277,405,270,135,405,134,270,271,0,1,1,0
278,459,306,153,459,152,306,307,0,1,1,0
279,417,278,139,417,138,278,279,0,1,1,0
280,612,408,204,612,203,408,409,0,1,1,0
281,435,290,145,435,144,290,291,0,1,1,0
282,330,220,110,330,109,220,221,0,1,1,0
283,645,430,215,645,214,430,431,0,1,1,0
284,792,528,264,792,263,528,529,0,1,1,0
285,537,358,179,537,178,358,359,0,1,1,0
286,582,388,194,582,193,388,389,0,1,1,0
287,435,290,145,435,144,290,291,0,1,1,0
288,381,254,127,381,126,254,255,0,1,1,0
289,603,402,201,603,200,402,403,0,1,1,0
290,261,174,87,261,86,174,175,0,1,1,0
291,273,182,91,273,90,182,183,0,1,1,0
292,774,516,258,774,257,516,517,0,1,1,0
293,474,316,158,474,157,316,317,0,1,1,0
294,498,332,166,498,165,332,333,0,1,1,0
295,837,558,279,837,278,558,559,0,1,1,0
296,252,168,84,252,83,168,169,0,1,1,0
297,645,430,215,645,214,430,431,0,1,1,0
298,267,178,89,267,88,178,179,0,1,1,0
299,711,474,237,711,236,474,475,0,1,1,0
300,312,208,104,312,103,208,209,0,1,1,0
301,423,282,141,423,140,282,283,0,1,1,0
302,393,262,131,393,130,262,263,0,1,1,0
303,474,316,158,474,157,316,317,0,1,1,0
304,402,268,134,402,133,268,269,0,1,1,0
305,474,316,158,474,157,316,317,0,1,1,0
306,576,384,192,576,191,384,385,0,1,1,0
307,597,398,199,597,198,398,399,0,1,1,0
308,546,364,182,546,181,364,365,0,1,1,0
309,312,208,104,312,103,208,209,0,1,1,0
310,453,302,151,453,150,302,303,0,1,1,0
311,495,330,165,495,164,330,331,0,1,1,0
312,390,260,130,390,129,260,261,0,1,1,0
313,522,348,174,522,173,348,349,0,1,1,0
314,480,320,160,480,159,320,321,0,1,1,0
315,495,330,165,495,164,330,331,0,1,1,0
316,576,384,192,576,191,384,385,0,1,1,0
317,588,392,196,588,195,392,393,0,1,1,0
318,603,402,201,603,200,402,403,0,1,1,0
319,465,310,155,465,154,310,311,0,1,1,0
320,375,250,125,375,124,250,251,0,1,1,0
321,369,246,123,369,122,246,247,0,1,1,0
322,486,324,162,486,161,324,325,0,1,1,0
323,723,482,241,723,240,482,483,0,1,1,0
324,519,346,173,519,172,346,347,0,1,1,0
325,690,460,230,690,229,460,461,0,1,1,0
326,273,182,91,273,90,182,183,0,1,1,0
327,732,488,244,732,243,488,489,0,1,1,0
328,495,330,165,495,164,330,331,0,1,1,0
329,441,294,147,441,146,294,295,0,1,1,0
330,366,244,122,366,121,244,245,0,1,1,0
331,465,310,155,465,154,310,311,0,1,1,0
332,195,130,65,195,64,130,131,0,1,1,0
333,420,280,140,420,139,280,281,0,1,1,0
334,453,302,151,453,150,302,303,0,1,1,0
335,579,386,193,579,192,386,387,0,1,1,0
336,291,194,97,291,96,194,195,0,1,1,0
337,531,354,177,531,176,354,355,0,1,1,0
338,597,398,199,597,198,398,399,0,1,1,0
339,681,454,227,681,226,454,455,0,1,1,0
340,597,398,199,597,198,398,399,0,1,1,0
341,546,364,182,546,181,364,365,0,1,1,0
342,354,236,118,354,117,236,237,0,1,1,0
343,402,268,134,402,133,268,269,0,1,1,0
344,480,320,160,480,159,320,321,0,1,1,0
345,459,306,153,459,152,306,307,0,1,1,0
346,540,360,180,540,179,360,361,0,1,1,0
347,441,294,147,441,146,294,295,0,1,1,0
348,579,386,193,579,192,386,387,0,1,1,0
349,474,316,158,474,157,316,317,0,1,1,0
350,465,310,155,465,154,310,311,0,1,1,0
351,261,174,87,261,86,174,175,0,1,1,0
352,432,288,144,432,143,288,289,0,1,1,0
353,510,340,170,510,169,340,341,0,1,1,0
354,309,206,103,309,102,206,207,0,1,1,0
355,420,280,140,420,139,280,281,0,1,1,0
356,627,418,209,627,208,418,419,0,1,1,0
357,543,362,181,543,180,362,363,0,1,1,0
358,210,140,70,210,69,140,141,0,1,1,0
359,540,360,180,540,179,360,361,0,1,1,0
360,645,430,215,645,214,430,431,0,1,1,0
361,312,208,104,312,103,208,209,0,1,1,0
362,234,156,78,234,77,156,157,0,1,1,0
363,438,292,146,438,145,292,293,0,1,1,0
364,591,394,197,591,196,394,395,0,1,1,0
365,486,324,162,486,161,324,325,0,1,1,0
366,429,286,143,429,142,286,287,0,1,1,0
367,471,314,157,471,156,314,315,0,1,1,0
368,558,372,186,558,185,372,373,0,1,1,0
369,513,342,171,513,170,342,343,0,1,1,0
370,414,276,138,414,137,276,277,0,1,1,0
371,474,316,158,474,157,316,317,0,1,1,0
372,492,328,164,492,163,328,329,0,1,1,0
373,180,120,60,180,59,120,121,0,1,1,0
374,396,264,132,396,131,264,265,0,1,1,0
375,804,536,268,804,267,536,537,0,1,1,0
376,324,216,108,324,107,216,217,0,1,1,0
377,285,190,95,285,94,190,191,0,1,1,0
378,723,482,241,723,240,482,483,0,1,1,0
379,231,154,77,231,76,154,155,0,1,1,0
380,486,324,162,486,161,324,325,0,1,1,0
381,390,260,130,390,129,260,261,0,1,1,0
382,594,396,198,594,197,396,397,0,1,1,0
383,546,364,182,546,181,364,365,0,1,1,0
384,387,258,129,387,128,258,259,0,1,1,0
385,540,360,180,540,179,360,361,0,1,1,0
386,273,182,91,273,90,182,183,0,1,1,0
387,453,302,151,453,150,302,303,0,1,1,0
388,348,232,116,348,115,232,233,0,1,1,0
389,663,442,221,663,220,442,443,0,1,1,0
390,519,346,173,519,172,346,347,0,1,1,0
391,360,240,120,360,119,240,241,0,1,1,0
392,438,292,146,438,145,292,293,0,1,1,0
393,756,504,252,756,251,504,505,0,1,1,0
394,429,286,143,429,142,286,287,0,1,1,0
395,531,354,177,531,176,354,355,0,1,1,0
396,537,358,179,537,178,358,359,0,1,1,0
397,567,378,189,567,188,378,379,0,1,1,0
398,240,160,80,240,79,160,161,0,1,1,0
399,450,300,150,450,149,300,301,0,1,1,0
400,462,308,154,462,153,308,309,0,1,1,0
401,336,224,112,336,111,224,225,0,1,1,0
402,438,292,146,438,145,292,293,0,1,1,0
403,576,384,192,576,191,384,385,0,1,1,0
404,627,418,209,627,208,418,419,0,1,1,0
405,585,390,195,585,194,390,391,0,1,1,0
406,765,510,255,765,254,510,511,0,1,1,0
407,585,390,195,585,194,390,391,0,1,1,0
408,762,508,254,762,253,508,509,0,1,1,0
409,663,442,221,663,220,442,443,0,1,1,0
410,486,324,162,486,161,324,325,0,1,1,0
411,651,434,217,651,216,434,435,0,1,1,0
412,555,370,185,555,184,370,371,0,1,1,0
413,666,444,222,666,221,444,445,0,1,1,0
414,645,430,215,645,214,430,431,0,1,1,0
415,657,438,219,657,218,438,439,0,1,1,0
416,327,218,109,327,108,218,219,0,1,1,0
417,411,274,137,411,136,274,275,0,1,1,0
418,612,408,204,612,203,408,409,0,1,1,0
419,537,358,179,537,178,358,359,0,1,1,0
420,462,308,154,462,153,308,309,0,1,1,0
421,741,494,247,741,246,494,495,0,1,1,0
422,669,446,223,669,222,446,447,0,1,1,0
423,465,310,155,465,154,310,311,0,1,1,0
424,366,244,122,366,121,244,245,0,1,1,0
425,252,168,84,252,83,168,169,0,1,1,0
426,351,234,117,351,116,234,235,0,1,1,0
427,384,256,128,384,127,256,257,0,1,1,0
428,375,250,125,375,124,250,251,0,1,1,0
429,324,216,108,324,107,216,217,0,1,1,0
430,486,324,162,486,161,324,325,0,1,1,0
431,624,416,208,624,207,416,417,0,1,1,0
432,588,392,196,588,195,392,393,0,1,1,0
433,585,390,195,585,194,390,391,0,1,1,0
434,501,334,167,501,166,334,335,0,1,1,0
435,750,500,250,750,249,500,501,0,1,1,0
436,711,474,237,711,236,474,475,0,1,1,0
437,543,362,181,543,180,362,363,0,1,1,0
438,705,470,235,705,234,470,471,0,1,1,0
439,618,412,206,618,205,412,413,0,1,1,0
440,315,210,105,315,104,210,211,0,1,1,0
441,372,248,124,372,123,248,249,0,1,1,0
442,609,406,203,609,202,406,407,0,1,1,0
443,438,292,146,438,145,292,293,0,1,1,0
444,597,398,199,597,198,398,399,0,1,1,0
445,561,374,187,561,186,374,375,0,1,1,0
446,375,250,125,375,124,250,251,0,1,1,0
447,687,458,229,687,228,458,459,0,1,1,0
448,588,392,196,588,195,392,393,0,1,1,0
449,468,312,156,468,155,312,313,0,1,1,0
450,483,322,161,483,160,322,323,0,1,1,0
451,657,438,219,657,218,438,439,0,1,1,0
452,297,198,99,297,98,198,199,0,1,1,0
453,648,432,216,648,215,432,433,0,1,1,0
454,777,518,259,777,258,518,519,0,1,1,0
455,597,398,199,597,198,398,399,0,1,1,0
456,429,286,143,429,142,286,287,0,1,1,0
457,564,376,188,564,187,376,377,0,1,1,0
458,546,364,182,546,181,364,365,0,1,1,0
459,561,374,187,561,186,374,375,0,1,1,0
460,393,262,131,393,130,262,263,0,1,1,0
461,357,238,119,357,118,238,239,0,1,1,0
462,543,362,181,543,180,362,363,0,1,1,0
463,348,232,116,348,115,232,233,0,1,1,0
464,576,384,192,576,191,384,385,0,1,1,0
465,642,428,214,642,213,428,429,0,1,1,0
466,579,386,193,579,192,386,387,0,1,1,0
467,753,502,251,753,250,502,503,0,1,1,0
468,462,308,154,462,153,308,309,0,1,1,0
469,426,284,142,426,141,284,285,0,1,1,0
470,264,176,88,264,87,176,177,0,1,1,0
471,540,360,180,540,179,360,361,0,1,1,0
472,447,298,149,447,148,298,299,0,1,1,0
473,564,376,188,564,187,376,377,0,1,1,0
474,453,302,151,453,150,302,303,0,1,1,0
475,399,266,133,399,132,266,267,0,1,1,0
476,651,434,217,651,216,434,435,0,1,1,0
477,309,206,103,309,102,206,207,0,1,1,0
478,453,302,151,453,150,302,303,0,1,1,0
479,621,414,207,621,206,414,415,0,1,1,0
480,186,124,62,186,61,124,125,0,1,1,0
481,561,374,187,561,186,374,375,0,1,1,0
482,528,352,176,528,175,352,353,0,1,1,0
483,699,466,233,699,232,466,467,0,1,1,0
484,615,410,205,615,204,410,411,0,1,1,0
485,510,340,170,510,169,340,341,0,1,1,0
486,492,328,164,492,163,328,329,0,1,1,0
487,531,354,177,531,176,354,355,0,1,1,0
488,729,486,243,729,242,486,487,0,1,1,0
489,420,280,140,420,139,280,281,0,1,1,0
490,660,440,220,660,219,440,441,0,1,1,0
491,510,340,170,510,169,340,341,0,1,1,0
492,480,320,160,480,159,320,321,0,1,1,0
493,375,250,125,375,124,250,251,0,1,1,0
494,453,302,151,453,150,302,303,0,1,1,0
495,258,172,86,258,85,172,173,0,1,1,0
496,558,372,186,558,185,372,373,0,1,1,0
497,585,390,195,585,194,390,391,0,1,1,0
498,507,338,169,507,168,338,339,0,1,1,0
499,690,460,230,690,229,460,461,0,1,1,0
