,Unnamed: 0,width_δ1,width_δ2,height_δ1,height_δ2,rank_δ1,rank_δ2,nullity_δ1,nullity_δ2
125,125,561,374,187,561,186,373,375,1
126,126,510,340,170,510,169,339,341,1
127,127,456,304,152,456,151,303,305,1
128,128,522,348,174,522,173,347,349,1
129,129,846,564,282,846,281,563,565,1
130,130,735,490,245,735,244,489,491,1
131,131,303,202,101,303,100,201,203,1
132,132,681,454,227,681,226,453,455,1
133,133,315,210,105,315,104,209,211,1
134,134,267,178,89,267,88,177,179,1
135,135,813,542,271,813,270,541,543,1
136,136,657,438,219,657,218,437,439,1
137,137,591,394,197,591,196,393,395,1
138,138,846,564,282,846,281,563,565,1
139,139,774,516,258,774,257,515,517,1
140,140,633,422,211,633,210,421,423,1
141,141,420,280,140,420,139,279,281,1
142,142,534,356,178,534,177,355,357,1
143,143,651,434,217,651,216,433,435,1
144,144,321,214,107,321,106,213,215,1
145,145,582,388,194,582,193,387,389,1
146,146,825,550,275,825,274,549,551,1
147,147,513,342,171,513,170,341,343,1
148,148,552,368,184,552,183,367,369,1
149,149,645,430,215,645,214,429,431,1
150,150,342,228,114,342,113,227,229,1
151,151,345,230,115,345,114,229,231,1
152,152,465,310,155,465,154,309,311,1
153,153,234,156,78,234,77,155,157,1
154,154,540,360,180,540,179,359,361,1
155,155,768,512,256,768,255,511,513,1
156,156,411,274,137,411,136,273,275,1
157,157,756,504,252,756,251,503,505,1
158,158,795,530,265,795,264,529,531,1
159,159,564,376,188,564,187,375,377,1
160,160,447,298,149,447,148,297,299,1
161,161,363,242,121,363,120,241,243,1
162,162,846,564,282,846,281,563,565,1
163,163,570,380,190,570,189,379,381,1
164,164,642,428,214,642,213,427,429,1
165,165,645,430,215,645,214,429,431,1
166,166,591,394,197,591,196,393,395,1
167,167,612,408,204,612,203,407,409,1
168,168,933,622,311,933,310,621,623,1
169,169,414,276,138,414,137,275,277,1
170,170,477,318,159,477,158,317,319,1
171,171,537,358,179,537,178,357,359,1
172,172,594,396,198,594,197,395,397,1
173,173,651,434,217,651,216,433,435,1
174,174,852,568,284,852,283,567,569,1
175,175,390,260,130,390,129,259,261,1
176,176,600,400,200,600,199,399,401,1
177,177,471,314,157,471,156,313,315,1
178,178,999,666,333,999,332,665,667,1
179,179,615,410,205,615,204,409,411,1
180,180,450,300,150,450,149,299,301,1
181,181,576,384,192,576,191,383,385,1
182,182,408,272,136,408,135,271,273,1
183,183,588,392,196,588,195,391,393,1
184,184,663,442,221,663,220,441,443,1
185,185,486,324,162,486,161,323,325,1
186,186,543,362,181,543,180,361,363,1
187,187,465,310,155,465,154,309,311,1
188,188,831,554,277,831,276,553,555,1
189,189,528,352,176,528,175,351,353,1
190,190,270,180,90,270,89,179,181,1
191,191,720,480,240,720,239,479,481,1
192,192,687,458,229,687,228,457,459,1
193,193,516,344,172,516,171,343,345,1
194,194,492,328,164,492,163,327,329,1
195,195,690,460,230,690,229,459,461,1
196,196,615,410,205,615,204,409,411,1
197,197,828,552,276,828,275,551,553,1
198,198,663,442,221,663,220,441,443,1
199,199,570,380,190,570,189,379,381,1
200,200,597,398,199,597,198,397,399,1
201,201,441,294,147,441,146,293,295,1
202,202,459,306,153,459,152,305,307,1
203,203,858,572,286,858,285,571,573,1
204,204,435,290,145,435,144,289,291,1
205,205,594,396,198,594,197,395,397,1
206,206,561,374,187,561,186,373,375,1
207,207,483,322,161,483,160,321,323,1
208,208,636,424,212,636,211,423,425,1
209,209,984,656,328,984,327,655,657,1
210,210,240,160,80,240,79,159,161,1
211,211,345,230,115,345,114,229,231,1
212,212,534,356,178,534,177,355,357,1
213,213,606,404,202,606,201,403,405,1
214,214,255,170,85,255,84,169,171,1
215,215,453,302,151,453,150,301,303,1
216,216,591,394,197,591,196,393,395,1
217,217,573,382,191,573,190,381,383,1
218,218,582,388,194,582,193,387,389,1
219,219,279,186,93,279,92,185,187,1
220,220,408,272,136,408,135,271,273,1
221,221,717,478,239,717,238,477,479,1
222,222,426,284,142,426,141,283,285,1
223,223,447,298,149,447,148,297,299,1
224,224,597,398,199,597,198,397,399,1
225,225,555,370,185,555,184,369,371,1
226,226,573,382,191,573,190,381,383,1
227,227,855,570,285,855,284,569,571,1
228,228,516,344,172,516,171,343,345,1
229,229,378,252,126,378,125,251,253,1
230,230,489,326,163,489,162,325,327,1
231,231,414,276,138,414,137,275,277,1
232,232,795,530,265,795,264,529,531,1
233,233,867,578,289,867,288,577,579,1
234,234,708,472,236,708,235,471,473,1
235,235,441,294,147,441,146,293,295,1
236,236,621,414,207,621,206,413,415,1
237,237,561,374,187,561,186,373,375,1
238,238,273,182,91,273,90,181,183,1
239,239,507,338,169,507,168,337,339,1
240,240,756,504,252,756,251,503,505,1
241,241,903,602,301,903,300,601,603,1
242,242,501,334,167,501,166,333,335,1
243,243,624,416,208,624,207,415,417,1
244,244,624,416,208,624,207,415,417,1
245,245,627,418,209,627,208,417,419,1
246,246,354,236,118,354,117,235,237,1
247,247,984,656,328,984,327,655,657,1
248,248,684,456,228,684,227,455,457,1
249,249,591,394,197,591,196,393,395,1
250,250,399,266,133,399,132,265,267,1
251,251,558,372,186,558,185,371,373,1
252,252,408,272,136,408,135,271,273,1
253,253,282,188,94,282,93,187,189,1
254,254,837,558,279,837,278,557,559,1
255,255,402,268,134,402,133,267,269,1
256,256,750,500,250,750,249,499,501,1
257,257,900,600,300,900,299,599,601,1
258,258,843,562,281,843,280,561,563,1
259,259,711,474,237,711,236,473,475,1
260,260,849,566,283,849,282,565,567,1
261,261,933,622,311,933,310,621,623,1
262,262,831,554,277,831,276,553,555,1
263,263,522,348,174,522,173,347,349,1
264,264,504,336,168,504,167,335,337,1
265,265,450,300,150,450,149,299,301,1
266,266,453,302,151,453,150,301,303,1
267,267,384,256,128,384,127,255,257,1
268,268,501,334,167,501,166,333,335,1
269,269,624,416,208,624,207,415,417,1
270,270,729,486,243,729,242,485,487,1
271,271,696,464,232,696,231,463,465,1
272,272,939,626,313,939,312,625,627,1
273,273,639,426,213,639,212,425,427,1
274,274,720,480,240,720,239,479,481,1
275,275,345,230,115,345,114,229,231,1
276,276,957,638,319,957,318,637,639,1
277,277,471,314,157,471,156,313,315,1
278,278,525,350,175,525,174,349,351,1
279,279,348,232,116,348,115,231,233,1
280,280,450,300,150,450,149,299,301,1
281,281,261,174,87,261,86,173,175,1
282,282,729,486,243,729,242,485,487,1
283,283,726,484,242,726,241,483,485,1
284,284,687,458,229,687,228,457,459,1
285,285,507,338,169,507,168,337,339,1
286,286,480,320,160,480,159,319,321,1
287,287,396,264,132,396,131,263,265,1
288,288,768,512,256,768,255,511,513,1
289,289,885,590,295,885,294,589,591,1
290,290,654,436,218,654,217,435,437,1
291,291,1023,682,341,1023,340,681,683,1
292,292,624,416,208,624,207,415,417,1
293,293,600,400,200,600,199,399,401,1
294,294,651,434,217,651,216,433,435,1
295,295,792,528,264,792,263,527,529,1
296,296,564,376,188,564,187,375,377,1
297,297,663,442,221,663,220,441,443,1
298,298,720,480,240,720,239,479,481,1
299,299,201,134,67,201,66,133,135,1
300,300,369,246,123,369,122,245,247,1
301,301,936,624,312,936,311,623,625,1
302,302,777,518,259,777,258,517,519,1
303,303,570,380,190,570,189,379,381,1
304,304,591,394,197,591,196,393,395,1
305,305,336,224,112,336,111,223,225,1
306,306,660,440,220,660,219,439,441,1
307,307,330,220,110,330,109,219,221,1
308,308,192,128,64,192,63,127,129,1
309,309,540,360,180,540,179,359,361,1
310,310,327,218,109,327,108,217,219,1
311,311,390,260,130,390,129,259,261,1
312,312,441,294,147,441,146,293,295,1
313,313,600,400,200,600,199,399,401,1
314,314,459,306,153,459,152,305,307,1
315,315,681,454,227,681,226,453,455,1
316,316,564,376,188,564,187,375,377,1
317,317,255,170,85,255,84,169,171,1
318,318,849,566,283,849,282,565,567,1
319,319,906,604,302,906,301,603,605,1
320,320,351,234,117,351,116,233,235,1
321,321,384,256,128,384,127,255,257,1
322,322,1008,672,336,1008,335,671,673,1
323,323,975,650,325,975,324,649,651,1
324,324,375,250,125,375,124,249,251,1
325,325,507,338,169,507,168,337,339,1
326,326,492,328,164,492,163,327,329,1
327,327,783,522,261,783,260,521,523,1
328,328,426,284,142,426,141,283,285,1
329,329,471,314,157,471,156,313,315,1
330,330,417,278,139,417,138,277,279,1
331,331,810,540,270,810,269,539,541,1
332,332,498,332,166,498,165,331,333,1
333,333,681,454,227,681,226,453,455,1
334,334,975,650,325,975,324,649,651,1
335,335,723,482,241,723,240,481,483,1
336,336,516,344,172,516,171,343,345,1
337,337,558,372,186,558,185,371,373,1
338,338,663,442,221,663,220,441,443,1
339,339,624,416,208,624,207,415,417,1
340,340,705,470,235,705,234,469,471,1
341,341,279,186,93,279,92,185,187,1
342,342,678,452,226,678,225,451,453,1
343,343,741,494,247,741,246,493,495,1
344,344,456,304,152,456,151,303,305,1
345,345,858,572,286,858,285,571,573,1
346,346,297,198,99,297,98,197,199,1
347,347,396,264,132,396,131,263,265,1
348,348,870,580,290,870,289,579,581,1
349,349,672,448,224,672,223,447,449,1
350,0,642,428,214,642,213,427,429,1
351,1,534,356,178,534,177,355,357,1
352,2,324,216,108,324,107,215,217,1
353,3,621,414,207,621,206,413,415,1
354,4,357,238,119,357,118,237,239,1
355,5,519,346,173,519,172,345,347,1
356,6,213,142,71,213,70,141,143,1
357,7,552,368,184,552,183,367,369,1
358,8,609,406,203,609,202,405,407,1
359,9,393,262,131,393,130,261,263,1
360,10,582,388,194,582,193,387,389,1
361,11,420,280,140,420,139,279,281,1
362,12,357,238,119,357,118,237,239,1
363,13,444,296,148,444,147,295,297,1
364,14,555,370,185,555,184,369,371,1
365,15,393,262,131,393,130,261,263,1
366,16,228,152,76,228,75,151,153,1
367,17,312,208,104,312,103,207,209,1
368,18,195,130,65,195,64,129,131,1
369,19,666,444,222,666,221,443,445,1
370,20,801,534,267,801,266,533,535,1
371,21,240,160,80,240,79,159,161,1
372,22,474,316,158,474,157,315,317,1
373,23,465,310,155,465,154,309,311,1
374,24,615,410,205,615,204,409,411,1
375,25,387,258,129,387,128,257,259,1
376,26,357,238,119,357,118,237,239,1
377,27,513,342,171,513,170,341,343,1
378,28,612,408,204,612,203,407,409,1
379,29,417,278,139,417,138,277,279,1
380,30,477,318,159,477,158,317,319,1
381,31,618,412,206,618,205,411,413,1
382,32,456,304,152,456,151,303,305,1
383,33,396,264,132,396,131,263,265,1
384,34,531,354,177,531,176,353,355,1
385,35,693,462,231,693,230,461,463,1
386,36,567,378,189,567,188,377,379,1
387,37,540,360,180,540,179,359,361,1
388,38,582,388,194,582,193,387,389,1
389,39,441,294,147,441,146,293,295,1
390,40,531,354,177,531,176,353,355,1
391,41,609,406,203,609,202,405,407,1
392,42,768,512,256,768,255,511,513,1
393,43,492,328,164,492,163,327,329,1
394,44,444,296,148,444,147,295,297,1
395,45,717,478,239,717,238,477,479,1
396,46,354,236,118,354,117,235,237,1
397,47,360,240,120,360,119,239,241,1
398,48,576,384,192,576,191,383,385,1
399,49,474,316,158,474,157,315,317,1
400,50,816,544,272,816,271,543,545,1
401,51,498,332,166,498,165,331,333,1
402,52,495,330,165,495,164,329,331,1
403,53,501,334,167,501,166,333,335,1
404,54,480,320,160,480,159,319,321,1
405,55,159,106,53,159,52,105,107,1
406,56,348,232,116,348,115,231,233,1
407,57,231,154,77,231,76,153,155,1
408,58,543,362,181,543,180,361,363,1
409,59,546,364,182,546,181,363,365,1
410,60,465,310,155,465,154,309,311,1
411,61,639,426,213,639,212,425,427,1
412,62,399,266,133,399,132,265,267,1
413,63,531,354,177,531,176,353,355,1
414,64,294,196,98,294,97,195,197,1
415,65,588,392,196,588,195,391,393,1
416,66,705,470,235,705,234,469,471,1
417,67,549,366,183,549,182,365,367,1
418,68,144,96,48,144,47,95,97,1
419,69,711,474,237,711,236,473,475,1
420,70,393,262,131,393,130,261,263,1
421,71,363,242,121,363,120,241,243,1
422,72,618,412,206,618,205,411,413,1
423,73,630,420,210,630,209,419,421,1
424,74,444,296,148,444,147,295,297,1
425,75,684,456,228,684,227,455,457,1
426,76,513,342,171,513,170,341,343,1
427,77,498,332,166,498,165,331,333,1
428,78,684,456,228,684,227,455,457,1
429,79,741,494,247,741,246,493,495,1
430,80,492,328,164,492,163,327,329,1
431,81,408,272,136,408,135,271,273,1
432,82,537,358,179,537,178,357,359,1
433,83,594,396,198,594,197,395,397,1
434,84,432,288,144,432,143,287,289,1
435,85,483,322,161,483,160,321,323,1
436,86,372,248,124,372,123,247,249,1
437,87,486,324,162,486,161,323,325,1
438,88,471,314,157,471,156,313,315,1
439,89,429,286,143,429,142,285,287,1
440,90,360,240,120,360,119,239,241,1
441,91,534,356,178,534,177,355,357,1
442,92,324,216,108,324,107,215,217,1
443,93,474,316,158,474,157,315,317,1
444,94,492,328,164,492,163,327,329,1
445,95,330,220,110,330,109,219,221,1
446,96,684,456,228,684,227,455,457,1
447,97,510,340,170,510,169,339,341,1
448,98,699,466,233,699,232,465,467,1
449,99,351,234,117,351,116,233,235,1
450,100,447,298,149,447,148,297,299,1
451,101,348,232,116,348,115,231,233,1
452,102,327,218,109,327,108,217,219,1
453,103,465,310,155,465,154,309,311,1
454,104,633,422,211,633,210,421,423,1
455,105,495,330,165,495,164,329,331,1
456,106,405,270,135,405,134,269,271,1
457,107,477,318,159,477,158,317,319,1
458,108,663,442,221,663,220,441,443,1
459,109,435,290,145,435,144,289,291,1
460,110,423,282,141,423,140,281,283,1
461,111,483,322,161,483,160,321,323,1
462,112,483,322,161,483,160,321,323,1
463,113,486,324,162,486,161,323,325,1
464,114,531,354,177,531,176,353,355,1
465,115,666,444,222,666,221,443,445,1
466,116,369,246,123,369,122,245,247,1
467,117,624,416,208,624,207,415,417,1
468,118,561,374,187,561,186,373,375,1
469,119,531,354,177,531,176,353,355,1
470,120,555,370,185,555,184,369,371,1
471,121,303,202,101,303,100,201,203,1
472,122,654,436,218,654,217,435,437,1
473,123,330,220,110,330,109,219,221,1
474,124,513,342,171,513,170,341,343,1
475,125,477,318,159,477,158,317,319,1
476,126,660,440,220,660,219,439,441,1
477,127,531,354,177,531,176,353,355,1
478,128,525,350,175,525,174,349,351,1
479,129,489,326,163,489,162,325,327,1
480,130,420,280,140,420,139,279,281,1
481,131,333,222,111,333,110,221,223,1
482,132,399,266,133,399,132,265,267,1
483,133,381,254,127,381,126,253,255,1
484,134,702,468,234,702,233,467,469,1
485,135,549,366,183,549,182,365,367,1
486,136,555,370,185,555,184,369,371,1
487,137,639,426,213,639,212,425,427,1
488,138,585,390,195,585,194,389,391,1
489,139,618,412,206,618,205,411,413,1
490,140,666,444,222,666,221,443,445,1
491,141,717,478,239,717,238,477,479,1
492,142,219,146,73,219,72,145,147,1
493,143,564,376,188,564,187,375,377,1
494,144,459,306,153,459,152,305,307,1
495,145,609,406,203,609,202,405,407,1
496,146,462,308,154,462,153,307,309,1
497,147,450,300,150,450,149,299,301,1
498,148,501,334,167,501,166,333,335,1
499,149,153,102,51,153,50,101,103,1
500,150,462,308,154,462,153,307,309,1
501,151,669,446,223,669,222,445,447,1
502,152,240,160,80,240,79,159,161,1
503,153,273,182,91,273,90,181,183,1
504,154,591,394,197,591,196,393,395,1
505,155,243,162,81,243,80,161,163,1
506,156,741,494,247,741,246,493,495,1
507,157,291,194,97,291,96,193,195,1
508,158,567,378,189,567,188,377,379,1
509,159,354,236,118,354,117,235,237,1
510,160,645,430,215,645,214,429,431,1
511,161,387,258,129,387,128,257,259,1
512,162,324,216,108,324,107,215,217,1
513,163,519,346,173,519,172,345,347,1
514,164,492,328,164,492,163,327,329,1
515,165,627,418,209,627,208,417,419,1
516,166,273,182,91,273,90,181,183,1
517,167,603,402,201,603,200,401,403,1
518,168,555,370,185,555,184,369,371,1
519,169,423,282,141,423,140,281,283,1
520,170,246,164,82,246,81,163,165,1
521,171,369,246,123,369,122,245,247,1
522,172,279,186,93,279,92,185,187,1
523,173,456,304,152,456,151,303,305,1
524,174,300,200,100,300,99,199,201,1
525,175,522,348,174,522,173,347,349,1
526,176,546,364,182,546,181,363,365,1
527,177,252,168,84,252,83,167,169,1
528,178,633,422,211,633,210,421,423,1
529,179,354,236,118,354,117,235,237,1
530,180,255,170,85,255,84,169,171,1
531,181,519,346,173,519,172,345,347,1
532,182,486,324,162,486,161,323,325,1
533,183,198,132,66,198,65,131,133,1
534,184,753,502,251,753,250,501,503,1
535,185,498,332,166,498,165,331,333,1
536,186,243,162,81,243,80,161,163,1
537,187,531,354,177,531,176,353,355,1
538,188,774,516,258,774,257,515,517,1
539,189,240,160,80,240,79,159,161,1
540,190,630,420,210,630,209,419,421,1
541,191,423,282,141,423,140,281,283,1
542,192,324,216,108,324,107,215,217,1
543,193,324,216,108,324,107,215,217,1
544,194,159,106,53,159,52,105,107,1
545,195,519,346,173,519,172,345,347,1
546,196,201,134,67,201,66,133,135,1
547,197,552,368,184,552,183,367,369,1
548,198,459,306,153,459,152,305,307,1
549,199,345,230,115,345,114,229,231,1
550,200,438,292,146,438,145,291,293,1
551,201,225,150,75,225,74,149,151,1
552,202,507,338,169,507,168,337,339,1
553,203,282,188,94,282,93,187,189,1
554,204,573,382,191,573,190,381,383,1
555,205,555,370,185,555,184,369,371,1
556,206,444,296,148,444,147,295,297,1
557,208,567,378,189,567,188,377,379,1
558,209,219,146,73,219,72,145,147,1
559,210,396,264,132,396,131,263,265,1
560,212,417,278,139,417,138,277,279,1
561,213,381,254,127,381,126,253,255,1
562,214,777,518,259,777,258,517,519,1
563,215,198,132,66,198,65,131,133,1
564,216,264,176,88,264,87,175,177,1
565,217,621,414,207,621,206,413,415,1
566,218,684,456,228,684,227,455,457,1
567,219,615,410,205,615,204,409,411,1
568,220,561,374,187,561,186,373,375,1
569,221,594,396,198,594,197,395,397,1
570,222,495,330,165,495,164,329,331,1
571,223,714,476,238,714,237,475,477,1
572,224,510,340,170,510,169,339,341,1
